Key,Spanish
prophecy.matriarch.letter_text,"En {d1}-{d2} días, los videntes de la Iglesia esperan el siguiente desastre en tus tierras:"
display_event.prophecy_soon_unknown,Rumores de un desastre inminente
opinion_mind.interest_to,Interés hacia {name_2}:
opinion_mind.interest_of_me,Interés de {name_2} hacia mí:
opinion_mind.interest_sex_ready,<center>{name_1} <green>está en disposición</green> de tener una cita con {name_2} (interés {interest_sign} <green>{interest_threshold}</green>)</center>
opinion_mind.interest_sex_not_ready,<center>{name_1} <red>no está en disposición</red> de tener una cita con {name_2} (interés {interest_sign} <red>{interest_threshold}</red>)</center>
display_event.market_depth_increased,El volumen de mercado para todas las mercancías ha aumentado.
building.menu.escape_prevented,Fugas evitadas
mutator.no_prophecy,No hay profecías
display_notification.auto_trade,Enviando mensajeros para acuerdos comerciales
knowledge.blocked_reason.production_building_count,{count} edificios de producción construidos
display_tooltip.pause,PAUSA
menu.knowledge.culture_knowledge,Conocimiento de la cultura {culture_name}.
statistics_menu.province.market_depth.header,Mercado eterno
statistics_menu.province.market_depth.additional_depth,<hint=hint_market_volume_bonus>Volumen de mercado</hint> adicional: {percent} %
display_event.old_age_begin,{name}: ha envejecido.
display_event.contraband_begin,Se ha detectado especulación
statistics_menu.contraband_label,Especulación
decor.dark_altar,Horca
decor.dark_cage,Jaula
decor.dark_garbage,Trapo ensangrentado
decor.dark_stake_with_head,Ajusticiado
decor.dark_statue_sculls,Advertencia
decor.dark_statue_skeleton,Dios Muerto
decor.dark_statue_wolf,Tótem
decor.dark_tree,Árbol muerto
decor.dark_tree_2,Árbol sin corteza
decor.dark_tree_3,Tocón
decor.sub.dark,Intimidación
options_menu.audio.master_volume,VOLUMEN GENERAL
options_menu.audio.video_volume,VOLUMEN: VÍDEO
decor.sub.dark_2,Huesos
actor.part_of_nature.trader,Comerciante
display_event.forest_bandits_will_attack_soon,Rumores: los bandidos del bosque planean un ataque
menu.trade.vassal_tax_from_player,"Población: {pop} personas

<b>Cantidad total de impuestos al día:</b> <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_line,"{faction_uuid}: población: {pop} personas, impuestos:<hint=hint_resource_gold> {sum}</hint>
"
menu.trade.vassal_tax_to_player_result,<b>Cantidad total de impuestos al día:</b> <hint=hint_resource_gold>{sum}</hint>
actor.action_task.garant_wakeup,"El personaje se despertará con toda seguridad, debido al rasgo <hint=hint_anxious>Nervioso</hint>."
actor.hint.injury.courage_threshold,<hint=hint_moral_level>Umbral de valor:</hint> {number}
video.sub1,Han pasado casi doscientos años
video.sub2,desde el final de la devastadora guerra religiosa.
video.sub3,"El Imperio cayó,"
video.sub4,y sus antiguas provincias se convirtieron en reinos bárbaros.
video.sub5,"La Iglesia fue capaz de revivir la esperanza,"
video.sub6,y la paz y la prosperidad reinaron sobre las ruinas de la anterior civilización.
video.sub7,"Con el tiempo, la influencia de la Iglesia siguió creciendo."
video.sub8,"Pero la historia es cíclica, y el poder no permanece en las mismas manos por mucho tiempo."
video.sub9,Las guerras entre reinos se sucedieron sin parar.
video.sub10,El hambre y la pobreza obligaron a la gente a abandonar sus hogares
video.sub11,en busca de refugio en los asentamientos vecinos.
video.sub12,¿Podrá tu dinastía unir los reinos
video.sub13,y poner fin al avance del oscurantismo?
video.sub14,"De ahora en adelante, tú escribes la historia."
game.end.body,"En tu asentamiento, no quedan señores adultos capaces de dar instrucciones pertinentes.

La Iglesia adoptará a todos los señores menores de edad y se unirán a sus filas.

Con esto, la historia de tu familia noble llega a su fin."
game.end.caption,¡Has perdido!
building.menu.paper_in_stock,"Reservas de papel: 
{current}/{need}"
notification.insight.text,"El personaje se ha dado cuenta de repente de que posee el siguiente conocimiento:

<b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>El castigo inaceptable de un señor libre acarreará la condena de los vecinos</red>.
display_event.heir_can_soon_rise,"¡{name}, siguiente en la línea al torno, puede alzarse pronto!"
display_event.slaves_can_soon_rise,¡Puede que los prisioneros pronto inicien una rebelión!
display_event.loyalists_can_soon_rage,¡Los fieles al régimen pueden iniciar una masacre!
display_event.soldiers_deserting,¡Tus guerreros están abandonando la ciudad!
display_event.fanatics_can_soon_rise,¡Puede que los fanáticos pronto empiecen un levantamiento!
display_event.bishop_can_soon_rise,¡Puede que el obispo pronto inicie un levantamiento de fanáticos!
mind.remain_time,Expira en {remain_time}
unsupported_saves.header,Se han detectado partidas guardadas no compatibles
unsupported_saves.body,"<b>Norland</b> se encuentra en desarrollo activo y en continua mejora. Por desgracia, no siempre nos es posible mantener la compatibilidad con partidas guardadas más antiguas, sobre todo mientras el juego no se haya publicado en acceso anticipado.

Todas las partidas guardadas no compatibles se han movido a la carpeta correspondiente.

Te perdimos disculpas por cualquier inconveniente."
menu.construction.category.roads,Caminos
tooltip.construction.place_roads,Colocar el camino
tooltip.construction.remove_roads,Eliminar el camino
tooltip.construction.hold_shift.start,Mantén
tooltip.construction.hold_shift.end,para trazar una línea recta
mutator.longlive,Longevidad
ambition.recommend_for_start,(Recomendada)
notification.lord_escaped,{name} ha abandonado la provincia
notification.messenger_escaped,El mensajero ha abandonado la provincia
notification.messenger_return,El mensajero ha vuelto a la provincia
actor.status.back_to_home_town,Volviendo a su ciudad de origen
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Atacando a {target_name}
army.status.reinforcement_in_process,Reforzando a {target_name}
mind.remain_time_exhaustion,Muerte por hambre en: {remain_time_hours} horas.
mind.remain_time_starvation,Tiempo hasta agotamiento físico: {remain_time_hours} horas
display_event.soul_missing,{name} ha desaparecido
ceremony.emperor_coronation,Coronación del emperador
statistics.peoples.line.mood,Humor
statistics.peoples.line.capital,Capital
statistics.peoples.line.sick,Gente enferma
statistics.peoples.line.hungry,Gente hambrienta
statistics.peoples.line.strongly_tired,Extenuados
statistics.peoples.line.homeless,Sin hogar
statistics.peoples.line.fanatics,Fanáticos
statistics.peoples.line.nectar_addicted,Adictos al néctar
statistics.peoples.line.loyalists,Fieles al régimen
statistics.peoples.category.happiness,FELICIDAD
statistics.peoples.category.groups,GRUPOS
statistics.peoples.category.cultures,CULTURAS
trade.soldiers_tax.caption,Impuesto sobre los guerreros
trade.vassal_tax.to_player,Tributo de los vasallos
trade.vassal_tax.from_player,Tributo a tu soberano
actor.action_task.emperor_coronation,Declararte emperador
statistics.tab.resources,Recursos
statistics.tab.peoples,Pueblo
display_event.emperor_inquizition_soon,La Inquisición está en camino
statistics.resources.category.currency,MONEDA
statistics.resources.category.food_and_drinks,COMIDA Y BEBIDA
statistics.resources.category.extracted,RECURSOS EXTRAÍDOS
statistics.resources.category.manufactured,RECURSOS MANUFACTURADOS
statistics.resources.category.weapon_and_armor,ARMAS Y ARMADURAS
statistics.resources.special_hint.consumed,Consumidos por señores y prisioneros
menu.ending.titile.emperor.fail,¡Derrota!
menu.ending.text.emperor.fail,"No has tenido ninguna oportunidad contra la Inquisición.

Tu provincia ha quedado arrasada, tu estado se ha disuelto y todos los monarcas han aprendido la lección y no se atreverán a desafiar a la Iglesia durante bastante tiempo.

La Inquisición también va a quemar todos los libros y prohibir toda literatura bajo pena de muerte, para asegurarse de que nadie pueda oponerse a la Familia Feliz en el futuro.

Norland se sumerge en el abismo del oscurantismo..."
menu.ending.titile.emperor.win,¡Victoria!
menu.ending.text.emperor.win,"Has logrado fundar un nuevo imperio y has despojado a la Iglesia de su poder absolutista. Los nombres de los monarcas de tu dinastía se recordarán en las crónicas durante siglos.

La amenaza del oscurantismo ha pasado y es el amanecer de una nueva era."
menu.ending.ok,Fin de la partida
ambition.engame.emperor,"Proclama emperador a tu monarca y desafía a la Familia Feliz para ganar la partida.

Esta acción se desbloquea en el menú de tu monarca."
display_event.press_right_click_to_close,$ Pulsa <b>BDR</b> para cerrar el mensaje.
encyclopedia.press_right_click_to_unpin,$ Pulsa <b>BDR</b> para desanclar el artículo.
display_event.soldier_tax_increased,Ha aumentado el impuesto sobre el ejército
menu.choose_province.extends_borders.header,Creación de estados
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
Puedes empezar la partida como una provincia independiente o crear de inmediato tu reino de vasallos anexionándote vecinos.

Para hacerlo, haz clic en los <b>botones de las fronteras</b>.

También puedes crear reinos similares para otros monarcas seleccionando sus provincias y ampliando sus fronteras."
actor.action.inspector.executor,SELECCIONAR GESTOR
display_event.terror_no_more_criminal_and_jobless,¡El terror empieza a descontrolarse!
actor.age.child,Infante pequeño
actor.part_of_nature.king,Gobernante
actor.class.heavy_archers,Ballestero de nv. 13-17 con armadura pesada
mutator.iron_excess,Excedente de hierro
mutator.old_grudge,Viejas rencillas
display_event.players_vassal_left,Tu vasallo {faction_name} ya no forma parte del reino.
display_event.players_ally_left,Tu aliado {faction_name} ya no forma parte de la alianza.
main_menu.new_game.province.header.start,Empezar la partida
statistics_menu.province.no_iron_mines,No hay depósitos de hierro.
statistics.resources.category.currency.army_tax,Impuesto sobre los guerreros
statistics.resources.category.currency.tribute_from_your_vassals,Tributo de los vasallos
statistics.resources.category.currency.your_vassal_tribute,Tu tributo al soberano
actor.loyalty.no_changes,"En las últimas 24 horas, la lealtad no ha cambiado."
encyclopedia.press_right_click_to_pin,$ Pulsa <b>BDR</b> para fijar o quitar.
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Pulsa <b>BIR</b> para marcar como leído o no leído.
building.menu.ordered,PEDIDOS
building.menu.bonus,BONIFICACIÓN
building.menu.no_orders,Sin órdenes
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Restantes: {produced_count}
building.menu.status.raw_waiting,Esperando recursos del almacén de la provincia.
main_menu.wiki,Wiki
menu.actor.free_lord,Señor libre
actor.stata.knight,Caballero
main_menu.external_links,Enlaces externos:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Informe de errores
tutorial.enemy.attack,Atacar
video.endgame.sub1,"Ahora, el Trono Carmesí es tuyo."
video.endgame.sub2,"La Iglesia ha perdido su poder político, y ahora tú nombras a la matriarca."
video.endgame.sub3,"La era de las guerras brutales ha terminado, y ahora los conflictos los resuelve únicamente la corte del emperador."
video.endgame.sub4,"Ya no hay bandidos en los bosques, las bibliotecas ya no arden y el libre comercio prospera."
video.endgame.sub5,Las naciones han olvidado sus disputas y colaboran pacíficamente.
video.endgame.sub6,"Sin embargo, conviene recordar que los imperios no son eternos, y las antiguas crónicas narran sus caídas."
video.endgame.sub7,Solo un necio pretendería saber lo que los dioses nos tienen reservado para el futuro.
autosave_modes.two_in_one,2 veces al día
autosave_modes.one_in_one,1 vez al día
autosave_modes.one_in_two,1 vez cada 2 días
video.endgame.sub8,"El poder de un monarca es sobrehumano, y su brazo es muy largo. - Heródoto, Historias"
actor.action_task.force_eat,Comer
options_menu.game.autosave_modes,AUTOGUARDADO
display_event.lord_want_to_kill_someone,{lord_name}: planeando un asesinato
work.caravanner,Caravanero
global_map.object.army.garrison,Ejército
global_map.object.army.on_global_map,En el mapa del mundo
global_map.object.army.nobody,NADIE
menu.tools.hint.menu,Pausa
main_menu.new_game.province.neighbours.ally,Aliada
main_menu.new_game.province.neighbours.vassal,Vasalla
main_menu.new_game.province.neighbours.suzrain,Soberana
main_menu.new_game.province.neighbours.alliance_leader,Líder de la alianza
main_menu.new_game.province.neighbours.independent,Independiente
main_menu.new_game.province.neighbours.pacifism.ambitious,Ambicioso
main_menu.new_game.province.neighbours.pacifism.random,Al azar
main_menu.new_game.province.neighbours.town_sell,La ciudad vende
main_menu.new_game.province.neighbours.town_buy,La ciudad compra
main_menu.new_game.province.neighbours.sell.random,Al azar
main_menu.new_game.province.player.village.1,Primer pueblo
main_menu.new_game.province.player.village.2,Segundo pueblo
main_menu.new_game.province.player.village.random,Al azar
mutator.lazy_workers,
building.status.inspection_inactive,
advisor.wood,No hay suficiente madera.
advisor.alcohol,Bajo consumo de alcohol.
advisor.nectar,El néctar se está acabando.
advisor.housing,No hay suficiente alojamiento.
advisor.tasks,El señor está demasiado ocupado.
advisor.patrols,Demasiados vagabundos en la ciudad.
advisor.scafod,Hay crímenes sin resolver.
advisor.low_money,Las arcas están casi vacías.
advisor.matriarch,La Iglesia está descontenta.
advisor.prestige,El prestigio es bajo.
advisor.teach_children,No se está educando a los infantes.
advisor.marry,Es hora de que el señor se case.
advisor.chancellery,Necesitamos una cancillería.
advisor.loyality,La lealtad de un señor está disminuyendo.
