Key,Czech
video.sub14,Od tohoto okamžiku píšeš dějiny ty.
game.end.body,"Ve tvé osadě nezůstali žádní dospělí lordi, kteří by byli schopní zadávat pokyny.

Veškeré nezletilé lordy adoptuje církev a začlení je do svých řad.

Tím příběh o tvém urozeném rodu končí."
game.end.caption,Prohrál jsi!
building.menu.paper_in_stock,"Papíry na skladě: 
{current} / {need}"
notification.insight.text,"Postava si náhle uvědomila, že má následující znalosti:

<b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>Nerozumný trest pro svobodného lorda povede k odsouzení ze strany sousedů</red>
display_event.heir_can_soon_rise,Jejich dědic {name} může brzo povstat!
display_event.slaves_can_soon_rise,Vězni mohou brzo začít vzpouru!
display_event.loyalists_can_soon_rage,Loajalisté mohou brzo rozpoutat masakr!
display_event.soldiers_deserting,Tvoji válečníci dezertují z města!
display_event.fanatics_can_soon_rise,Fanatici mohou brzo rozpoutat povstání!
display_event.bishop_can_soon_rise,Biskup může brzo zahájit povstání fanatiků!
mind.remain_time,Vyprší za {remain_time}
unsupported_saves.header,Nepodporované úložné soubory
unsupported_saves.body,"<b>Norland</b> se aktivně vyvíjí a neustále zlepšuje. Bohužel nedokážeme vždy zaručit kompatibilitu se staršími úložnými soubory, zejména když hra ještě nevyšla v předběžném přístupu.

Všechny nepodporované úložné soubory se přesunuly do složky „unsupported_saves“.

Omlouváme se za nepříjemnosti."
menu.construction.category.roads,Cesty
tooltip.construction.place_roads,Umístit cestu
tooltip.construction.remove_roads,Odstranit cestu
tooltip.construction.hold_shift.start,Podrž
tooltip.construction.hold_shift.end,kvůli stavbě přímé cesty
mutator.longlive,Dlouhověkost
ambition.recommend_for_start,(Doporučeno)
notification.lord_escaped,{name} odchází z provincie
notification.messenger_escaped,Posel opustil provincii
notification.messenger_return,Posel se vrátil do provincie
actor.status.back_to_home_town,Vrací se do rodného města
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Útočí na cíl {target_name}
army.status.reinforcement_in_process,Posily pro cíl {target_name}
mind.remain_time_exhaustion,Smrt hladem za {remain_time_hours} hod.
mind.remain_time_starvation,Čas do fyzického vyčerpání: {remain_time_hours} hod.
display_event.soul_missing,{name} se pohřešuje
ceremony.emperor_coronation,Korunovace císaře
statistics.peoples.line.mood,Nálada
statistics.peoples.line.capital,Hlavní město
statistics.peoples.line.sick,Nemocní lidé
statistics.peoples.line.hungry,Hladoví lidé
statistics.peoples.line.strongly_tired,Vážně unavení
statistics.peoples.line.homeless,Bezdomovci
statistics.peoples.line.fanatics,Fanatici
statistics.peoples.line.nectar_addicted,Závislí na nektaru
statistics.peoples.line.loyalists,Loajalisté
statistics.peoples.category.happiness,SPOKOJENOST
statistics.peoples.category.groups,SKUPINY
statistics.peoples.category.cultures,KULTURY
trade.soldiers_tax.caption,Daň z válečníků
trade.vassal_tax.to_player,Příspěvek od vazalů
trade.vassal_tax.from_player,Příspěvek lennímu pánovi
actor.action_task.emperor_coronation,Prohlásit se za císaře
statistics.tab.resources,Suroviny
statistics.tab.peoples,Lidé
display_event.emperor_inquizition_soon,Inkvizice je na cestě
statistics.resources.category.currency,MĚNA
statistics.resources.category.food_and_drinks,JÍDLO A PITÍ
statistics.resources.category.extracted,VYTĚŽENÉ SUROVINY
statistics.resources.category.manufactured,VYROBENÉ SUROVINY
statistics.resources.category.weapon_and_armor,ZBRANĚ A ZBROJE
statistics.resources.special_hint.consumed,Spotřeba lordů a vězňů
menu.ending.titile.emperor.fail,Porážka!
menu.ending.text.emperor.fail,"Nepodařilo se ti ustát inkvizici.

Tvoje provincie je vypálená, stát rozpuštěn a všichni králové se poučili a dlouho se neodváží vzdorovat církvi.

Aby se v budoucnu Milující rodině nikdo nestavěl na odpor, inkvizice rovněž spálí všechny knihy a zakáže gramotnost pod výhružkou smrtí.

Norland se řítí do propasti období temna..."
menu.ending.titile.emperor.win,Vítězství!
menu.ending.text.emperor.win,"Podařilo se ti úspěšně založit novou říši a zbavit církev absolutní moci. Jména králů ve tvé dynastii budou zaznamenána v kronikách po celá staletí.

Hrozba období temna pominula a přichází nový úsvit."
menu.ending.ok,Konec hry
ambition.engame.emperor,"Prohlas svého krále za císaře a vyzvi Milující rodinu. Jedině tak můžeš vyhrát.

(Tato akce je odemčená v nabídce tvého vladaře)"
display_event.press_right_click_to_close,$ Zprávu zavřeš stiskem <b>pravého tlačítka</b>
encyclopedia.press_right_click_to_unpin,$ Článek odepneš stiskem <b>pravého tlačítka</b>
display_event.soldier_tax_increased,Daň z armády se zvýšila
menu.choose_province.extends_borders.header,Zakládání států
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
Hru můžeš začít jako nezávislá provincie, anebo můžeš okamžitě založit vazalské království tím, že anektuješ sousedy.

To uděláš tak, že klikneš na <b>tlačítka na hranicích.</b>

Rovněž můžeš zakládat podobná království pro další krále, když vybereš jejich provincie a rozšíříš jejich hranice."
actor.action.inspector.executor,VYBER SPRÁVCE
display_event.terror_no_more_criminal_and_jobless,Teror se vymyká kontrole!
actor.age.child,Malé dítě
actor.part_of_nature.king,Vládce
actor.class.heavy_archers,Kušijník 13.–17. úrovně v těžké zbroji
mutator.iron_excess,Přebytek železa
mutator.old_grudge,Stará zášť
display_event.players_vassal_left,Tvůj vazal {faction_name} už není součástí království
display_event.players_ally_left,Tvůj spojenec {faction_name} už není součástí aliance
main_menu.new_game.province.header.start,Spustit hru
statistics_menu.province.no_iron_mines,Není zde žádné naleziště železa.
statistics.resources.category.currency.army_tax,Daň z válečníků
statistics.resources.category.currency.tribute_from_your_vassals,Příspěvek od vazalů
statistics.resources.category.currency.your_vassal_tribute,Tvůj příspěvek lennímu pánovi
actor.loyalty.no_changes,Za posledních 24 hodin se věrnost nezměnila
encyclopedia.press_right_click_to_pin,$ Stiskem <b>pravého tlačítka</b> zprávu připni či odepni.
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Stiskem <b>levého tlačítka</b> označ zprávu za přečtenou či nepřečtenou.
building.menu.ordered,OBJEDNÁNO
building.menu.bonus,BONUS
building.menu.no_orders,Bez objednávky
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Zbývá: {produced_count}
building.menu.status.raw_waiting,Čeká se na suroviny ze skladiště provincie
main_menu.wiki,Wiki
menu.actor.free_lord,Osvobodit lorda
actor.stata.knight,Rytíř
main_menu.external_links,Externí odkazy:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Hlášení chyb
tutorial.enemy.attack,Útok
video.endgame.sub1,Karmínový trůn je nyní tvůj.
video.endgame.sub2,Církev ztratila svou politickou moc a nyní matriarchu ustanovuješ ty.
video.endgame.sub3,Éra brutálních válek skončila a konflikty se nyní řeší výhradně u císařova soudu.
video.endgame.sub4,"Lesy jsou prosté zbojníků, knihovny už nehoří a volný trh jen kvete."
video.endgame.sub5,Národy zapomněly na své neshody a v míru spolupracují.
video.endgame.sub6,"Přesto je třeba si pamatovat, že říše nejsou věčné. Prastaré kroniky nám mohou vyprávět o jejich pádu."
video.endgame.sub7,"Jen hlupák by mohl tvrdit, že ví, co si pro nás bohové v budoucnu přichystali."
autosave_modes.two_in_one,2krát za den
autosave_modes.one_in_one,1krát za den
autosave_modes.one_in_two,1krát za 2 dny
video.endgame.sub8,"„Moc krále je větší než moc člověka a jeho paže je velmi dlouhá.“ – Hérodotos, Dějiny"
actor.action_task.force_eat,Najíst se
options_menu.game.autosave_modes,AUTOMATICKÉ UKLÁDÁNÍ
display_event.lord_want_to_kill_someone,{lord_name}: Osnuje vraždu
work.caravanner,Karavanář
global_map.object.army.garrison,Vojsko
global_map.object.army.on_global_map,Na globální mapě
global_map.object.army.nobody,NIKDO
menu.tools.hint.menu,Pozastavení
main_menu.new_game.province.neighbours.ally,Spojenec
main_menu.new_game.province.neighbours.vassal,Vazal
main_menu.new_game.province.neighbours.suzrain,Lenní pán
main_menu.new_game.province.neighbours.alliance_leader,Hlava aliance
main_menu.new_game.province.neighbours.independent,Nezávislost
main_menu.new_game.province.neighbours.pacifism.ambitious,Ctižádost
main_menu.new_game.province.neighbours.pacifism.random,Náhodné
main_menu.new_game.province.neighbours.town_sell,Město prodává
main_menu.new_game.province.neighbours.town_buy,Město kupuje
main_menu.new_game.province.neighbours.sell.random,Náhodně
main_menu.new_game.province.player.village.1,První vesnice
main_menu.new_game.province.player.village.2,Druhá vesnice
main_menu.new_game.province.player.village.random,Náhodné
mutator.lazy_workers,
building.status.inspection_inactive,
advisor.wood,Nemáš dost dřeva.
advisor.alcohol,Nízká spotřeba alkoholu.
advisor.nectar,Dochází nektar.
advisor.housing,Nemáš dost ubytování.
advisor.tasks,Lord je příliš zaneprázdněn.
advisor.patrols,Příliš mnoho pobudů ve městě.
advisor.scafod,Zločiny nikdo neřeší.
advisor.low_money,Pokladnice je téměř prázdná.
advisor.matriarch,Církev je nespokojená.
advisor.prestige,Prestiž je nízká.
advisor.teach_children,Děti se nevzdělávají.
advisor.marry,"Je čas, aby se lord oženil."
advisor.chancellery,Potřebujeme kancléřství.
advisor.loyality,Lordova věrnost se snižuje.
advisor.slaves_unhappy,Vězni jsou nespokojení.
advisor.peasants_unhappy,Migrace se zastavila
advisor.culture_unhappy,Členové některých kultur jsou nespokojení.
advisor.warriros_unhappy,Válečníci jsou nespokojení.
advisor.depression,Lord má depresi.
advisor.feud,Mezi lordy panuje rivalita.
advisor.train_sodiers,Vojáci se necvičí.
advisor.knowledge,Knihy nikdo nestuduje.
advisor.produce_goods,Výroba stagnuje.
advisor.homeless,Lord nemá ubytování.
advisor.efffective,Budova by mohla fungovat efektivněji.
advisor.bandit_camp,Zbojnický tábor se rozrůstá.
advisor.dont_like,Máme nebezpečného souseda.
advisor.intrigues,Nepřítel kuje pikle.
advisor.desire,Lorda sžírá touha.
advisor.one_title,Zůstává pouze jeden titul.
advisor.enemy,Nepřítel vyčkává na správný okamžik.
advisor.slaves_hungry,Vězni hladoví.
advisor.peasants_hungry,Rolníci hladoví.
advisor.not_enought_tavernas,Potřebujeme krčmy.
advisor.no_temples,Potřebujeme chrámy.
advisor.no_barracks,Potřebujeme kasárny.
advisor.rutabaga_poison,Epidemie tuřínového tyfu
advisor.inflamed_wound_lords,Zanícená rána
advisor.inflamed_wound_warriors,Vojáci mají zanícené rány.
advisor.free_lord_expire_soon,Smlouvě končí platnost.
advisor.no_problems,Nejsou žádné problémy.
advisor.no_tavernas,Krčmy nefungují.
advisor.no_altar,Lidé se nemají kde modlit.
advisor.no_allcohol_production,Chybí výroba alkoholu.
advisor.no_food_production,Chybí výroba jídla.
advisor.upgrade_woorcutter,Naše pily potřebují vylepšit.
advisor.small_army,Máme velmi slabé vojsko.
advisor.low_fertility,Hrozí nám snížená úrodnost.
advisor.low_iron,Zásoby železa docházejí.
advisor.slaves_run,Vězni jsou špatně hlídaní.
advisor.no_work,Máme mnoho nezaměstnaných.
advisor.contraband,Ve městě kolují spekulace.
advisor.fanatics_rebellion,Fanatici hrozí povstáním.
advisor.bishop_rebellion,Biskup plánuje povstání.
advisor.onboard_1,Postav pilu.
advisor.onboard_2,Skliď žito.
advisor.onboard_3,Začni vyrábět mouku.
advisor.onboard_4,Skliď chmel.
advisor.onboard_5,Začni vařit pivo.
advisor.onboard_6,Postav důl.
advisor.onboard_7,Domluv obchodní dohodu.
advisor.onboard_8,Dosáhni populace 40 lidí.
advisor.onboard_9,Založ stát.
advisor.clerks,Úředníci nejsou přiřazení.
advisor.no_paper,V kancléřství chybí papír.
advisor.wolves,Hladoví vlci útočí na dělníky.
advisor.onboard_4_1,Najmi svobodného lorda.
advisor.onboard_6_1,Začni vyrábět nástroje.
advisor.emperor_coronation,Staň se císařem.
advisor.desire_to_kill,Lord osnuje vraždu.
trait.hint.risk_of_infection,Riziko infekce zůstává.
trait.infertility,Menopauza
trait.beauty_beautyful,Krása
trait.beauty_pretty,Přitažlivost
trait.beauty_ugly,Nepřitažlivost
trait.beauty_unpretty,Prostota
trait.beer_addiction,Závislost na alkoholu
trait.beer_hangover,Kocovina
trait.blindness,Slepota
trait.blood_poisoning,Sněť
trait.bruise,Modřina
trait.bruise_light,Malá modřina
trait.burglary,Vloupání
trait.burn_heavy,Závažné popáleniny
trait.burn_light,Malé popáleniny
trait.burn_middle,Střední popáleniny
trait.character_attack,Útok na lorda
trait.cut,Pořezání
trait.cut_down,Useknutá hlava
trait.dead,Mrtví
trait.deadly_fight,Pokus o vraždu
trait.deep_wound,Hluboké zranění
trait.doubting,Agnostik
trait.dummy_bastard,Nemanželské dítě rolníka
trait.lord_bastard,Nemanželské dítě lorda
trait.encephalitistrait,Encefalitida
trait.exhalation,Vyčerpání
trait.fatigue,Únava
trait.fear_of_punishment,Strach z trestu
trait.fight_with_king,Boj s králem
trait.heavy_bleeding,Vážné krvácení
trait.homeless,Bezdomovectví
trait.immobilization,Nehybnost
trait.injury_arm,Zranění hlavy
trait.injury_face,Zranění obličeje
trait.injury_leg,Zranění nohy
trait.injury_rib,Zranění žebra
trait.inspection_friendly,Obdržené pokyny
trait.internal_bleeding,Vnitřní krvácení
trait.kid,Dítě
trait.leprosy,Malomocenství
trait.loss_of_eye,Ztráta oka
trait.loss_of_hand,Ztráta ruky
trait.love,Zalíbení
trait.medium_bleeding,Středně vážné krvácení
trait.mortal_wound,Smrtelné zranění
trait.murder,Vražda
trait.murder_of_aristocrat,Vražda lorda
trait.nectar_addiction,Závislost na nektaru
trait.nectar_hangover,Kocovina z nektaru
trait.night_murder,Noční vražda
trait.night_murder_attempt,Pokus o vraždu v noci
trait.oldman,Stáří
trait.painful_shock,Šok z bolesti
trait.philosopher,Filosof
trait.poison_attempt,Pokus o otravu
trait.poison_begin_stage,Raná fáze otravy
trait.poison_middle_stage,Pokročilá fáze otravy
trait.poison_last_stage,Poslední fáze otravy
trait.pregnant,Těhotenství (fáze 1/3)
trait.pregnant_medium,Těhotenství (fáze 2/3)
trait.pregnant_heavy,Těhotenství (fáze 3/3)
trait.religious_fanatic,Náboženský fanatik
trait.robbery,Krádež
trait.robbery_attempt,Pokus o krádež
trait.sin_abuse,Urážka
trait.sin_caption,{trait_name}
trait.sin_criminal,Zločinec
trait.sin_cuthroat,Hrdlořez
trait.sin_fight,Boj
trait.sin_forbidden_sex,Zakázaný sex
trait.sin_seduce,Svedení
trait.sin_bribe,Úplatek
trait.sin_divorce,Rozvést
trait.sin_unfair_attack,Neférový útok
