Key,Hungarian
statistics.resources.category.manufactured,GYÁRTOTT NYERSANYAGOK
statistics.resources.category.weapon_and_armor,FEGYVEREK ÉS PÁNCÉLOK
statistics.resources.special_hint.consumed,Nemesek és foglyok fogyasztása
menu.ending.titile.emperor.fail,Vereség!
menu.ending.text.emperor.fail,"Az Inkvizíciónak nem tudtál ellenállni.

Tartományodat felégették, államodat feloszlatták ,és minden uralkodó megtanulta a leckét: sokáig nem mernek kihívást intézni az Egyház ellen.

Hogy a jövőben senki ne szállhasson szembe a Szerető Családdal, az inkvizíció minden könyvet eléget, és főbenjáró bűnnek nyilvánítja az írástudást.

Norland a sötét középkor mélységeibe zuhan…"
menu.ending.titile.emperor.win,Győzelem!
menu.ending.text.emperor.win,"Sikeresen megalapítottad új birodalmad, és megdöntötted az Egyház abszolút hatalmát. A dinasztiád uralkodóinak nevét évszázadokon keresztül jegyzi majd a történelem.

A sötét korok fenyegetése elmúlt, új hajnal virrad."
menu.ending.ok,Játék vége
ambition.engame.emperor,"Kiáltsd ki császárrá uralkodódat, és szállj szembe a Szerető Családdal, hogy megnyerhesd a játékot.

(A cselekedet már elérhető az uralkodód menüjében.)"
display_event.press_right_click_to_close,$ Nyomd meg a <b>jobb egérgombot</b> az üzenet bezárásához
encyclopedia.press_right_click_to_unpin,$ Nyomd meg a <b>jobb egérgombot</b> a cikk rögzítésének feloldásához
display_event.soldier_tax_increased,A hadsereg adója megemelkedett
menu.choose_province.extends_borders.header,Államok létrehozása
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
A játékot kezdheted független tartományként, vagy azonnal létrehozhatod vazallus királyságodat a szomszédok annektálásával.

Ehhez kattints a <b>gombokra a határokon.</b>

Más uralkodók számára is létrehozhatsz hasonló királyságokat, ha kijelölöd tartományukat és kibővíted határaikat."
actor.action.inspector.executor,INTÉZŐ KIVÁLASZTÁSA
display_event.terror_no_more_criminal_and_jobless,A terror kezd elszabadulni!
actor.age.child,Kisgyermek
actor.part_of_nature.king,Uralkodó
actor.class.heavy_archers,13-17. szintű íjász nehéz páncélban
mutator.iron_excess,Többlet vas
mutator.old_grudge,Régi sérelmek
display_event.players_vassal_left,"A vazallusod, {faction_name} már nem tagja a királyságnak"
display_event.players_ally_left,"A szövetségesed, {faction_name} már nem tagja a szövetségnek"
main_menu.new_game.province.header.start,Játék indítása
statistics_menu.province.no_iron_mines,Nincsenek vaslelőhelyek.
statistics.resources.category.currency.army_tax,Harcosok adója
statistics.resources.category.currency.tribute_from_your_vassals,Hűbéradó vazallusaidtól
statistics.resources.category.currency.your_vassal_tribute,Hűbéradó a hűbéruradnak
actor.loyalty.no_changes,Az elmúlt 24 órában a hűség nem változott
encyclopedia.press_right_click_to_pin,$ Az <b>egér jobb gombjával</b> rögzítheted vagy oldhatod fel a rögzítést
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Az <b>egér bal gombjával</b> jelölheted meg olvasottként vagy olvasatlanként
building.menu.ordered,MEGRENDELVE
building.menu.bonus,BÓNUSZ
building.menu.no_orders,Nincs utasítás
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Fennmaradó: {produced_count}
building.menu.status.raw_waiting,Nyersanyagokra vár a tartomány raktárából
main_menu.wiki,Wiki
menu.actor.free_lord,Szabad nemes
actor.stata.knight,Lovag
main_menu.external_links,Külső hivatkozások:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Hibajelentés
tutorial.enemy.attack,Támadás
video.endgame.sub1,A Bíbor Trón immáron a tiéd.
video.endgame.sub2,"Az Egyház elvesztette politikai hatalmát, és mostantól te nevezed ki a Mátriárkát."
video.endgame.sub3,"A brutális háborúk kora véget ért, és a konfliktusok megoldása ma már egyedül a császári udvar joga."
video.endgame.sub4,"Az erdők mentesek a banditáktól, a könyvtárakat már nem gyújtogatják, virágzik a szabad kereskedelem."
video.endgame.sub5,"A nemzetek elfelejtették vitáikat, és békésen munkálkodnak."
video.endgame.sub6,"Mégsem szabad elfelejtenünk, hogy a birodalmak nem örökkévalóak, és az ősi krónikákban olvashatunk a bukásaikról."
video.endgame.sub7,"Csak egy bolond állítaná, hogy tudja, milyen sorsot tartogatnak számunkra az istenek a jövőben."
autosave_modes.two_in_one,Naponta 2 alkalommal
autosave_modes.one_in_one,Naponta 1 alkalommal
autosave_modes.one_in_two,2 naponta 1 alkalommal
video.endgame.sub8,"„A király hatalma emberfeletti, és a karja messzire elér.” — Hérodotosz történeti könyvei"
actor.action_task.force_eat,Evés
options_menu.game.autosave_modes,AUTOMATIKUS MENTÉS
display_event.lord_want_to_kill_someone,{lord_name}: Gyilkosságot tervez
work.caravanner,Karavánvezető
global_map.object.army.garrison,Hadsereg
global_map.object.army.on_global_map,A világtérképen
global_map.object.army.nobody,SENKI
menu.tools.hint.menu,Szünet
main_menu.new_game.province.neighbours.ally,Szövetséges
main_menu.new_game.province.neighbours.vassal,Vazallus
main_menu.new_game.province.neighbours.suzrain,Hűbérúr
main_menu.new_game.province.neighbours.alliance_leader,Szövetség vezetője
main_menu.new_game.province.neighbours.independent,Független
main_menu.new_game.province.neighbours.pacifism.ambitious,Ambiciózus
main_menu.new_game.province.neighbours.pacifism.random,Véletlenszerű
main_menu.new_game.province.neighbours.town_sell,A város elad
main_menu.new_game.province.neighbours.town_buy,A város vásárol
main_menu.new_game.province.neighbours.sell.random,Véletlenszerűen
main_menu.new_game.province.player.village.1,Első falu
main_menu.new_game.province.player.village.2,Második falu
main_menu.new_game.province.player.village.random,Véletlenszerű
mutator.lazy_workers,Lusta munkások
building.status.inspection_inactive,Inaktív
advisor.wood,Nincs elég fa.
advisor.alcohol,Alacsony alkoholfogyasztás.
advisor.nectar,Kifogyóban a nektár.
advisor.housing,Nincs elég szállás.
advisor.tasks,A nemes túlságosan elfoglalt.
advisor.patrols,Túl sok a csavargó a városban.
advisor.scafod,A bűnügyek megoldatlanok maradnak.
advisor.low_money,A kincstár majdnem üres.
advisor.matriarch,Az Egyház elégedetlen.
advisor.prestige,Alacsony a tekintély.
advisor.teach_children,A gyerekeket nem oktatják.
advisor.marry,"Ideje, hogy a nemes megházasodjon."
advisor.chancellery,Kancelláriára van szükségünk.
advisor.loyality,Az egyik nemes hűsége csökken.
advisor.slaves_unhappy,A foglyok elégedetlenek.
advisor.peasants_unhappy,A bevándorlás leállt
advisor.culture_unhappy,Egyes kultúrák tagjai elégedetlenek.
advisor.warriros_unhappy,A harcosok elégedetlenek.
advisor.depression,Az egyik nemes levert.
advisor.feud,A nemesek rivalizálnak.
advisor.train_sodiers,Nem képeznek katonákat.
advisor.knowledge,Nem tanulmányoznak könyveket.
advisor.produce_goods,A termelés stagnál.
advisor.homeless,Az egyik nemesnek nincs szállása.
advisor.efffective,Az egyik épület hatékonyabban is működhetne.
advisor.bandit_camp,Az egyik banditatábor gyarapodik.
advisor.dont_like,Van egy veszélyes szomszédunk.
advisor.intrigues,Az egyik ellenségünk terveket sző.
advisor.desire,Az egyik nemest elemészti a vágy.
advisor.one_title,Csak egy cím maradt.
advisor.enemy,Az ellenség a megfelelő pillanatra vár.
advisor.slaves_hungry,A foglyok éheznek.
advisor.peasants_hungry,A parasztok éheznek.
advisor.not_enought_tavernas,Kocsmákra van szükségünk.
advisor.no_temples,Templomokra van szükségünk.
advisor.no_barracks,Kaszárnyára van szükségünk.
advisor.rutabaga_poison,Karórépaláz-járvány
advisor.inflamed_wound_lords,Elfertőződött seb
advisor.inflamed_wound_warriors,A katonák sebei elfertőződtek.
advisor.free_lord_expire_soon,Lejár egy szerződés.
advisor.no_problems,Nincs probléma.
advisor.no_tavernas,A kocsmák nem működnek.
advisor.no_altar,Az embereknek nincs hol imádkozniuk.
advisor.no_allcohol_production,Nincs alkoholtermelés.
advisor.no_food_production,Nincs élelemtermelés.
advisor.upgrade_woorcutter,A fűrészmalmainkat fejleszteni kell.
advisor.small_army,Nagyon gyenge a hadseregünk.
advisor.low_fertility,Fennáll a termékenység csökkenésének veszélye.
advisor.low_iron,A vastartalékok kimerülnek.
advisor.slaves_run,A foglyokat rosszul őrzik.
advisor.no_work,Sok a munkanélküli.
advisor.contraband,Üzérkedés folyik a városban.
advisor.fanatics_rebellion,"A fanatikusok közel állnak hozzá, hogy fellázadjanak."
advisor.bishop_rebellion,A püspök felkelést készít elő.
advisor.onboard_1,Építs egy fűrészmalmot.
advisor.onboard_2,Takarítsd be a rozstermést.
advisor.onboard_3,Kezdj el lisztet előállítani.
advisor.onboard_4,Takarítsd be a komlótermést.
advisor.onboard_5,Kezdj el sört főzni.
advisor.onboard_6,Építs egy bányát.
advisor.onboard_7,Hozz össze egy kereskedelmi megállapodást.
advisor.onboard_8,Érj el 40 fős lakosságot.
advisor.onboard_9,Alapíts államot.
advisor.clerks,Nincs kirendelve hivatalnok.
advisor.no_paper,A kancelláriában nincs papír.
advisor.wolves,Húsfarkasok támadnak a munkásokra.
advisor.onboard_4_1,Fogadj fel egy szabad nemest.
advisor.onboard_6_1,Kezdj el szerszámokat előállítani.
advisor.emperor_coronation,Légy te a császár.
advisor.desire_to_kill,A nemes gyilkosságot tervez.
trait.hint.risk_of_infection,A fertőzésveszély továbbra is fennáll.
trait.infertility,Menopauza
trait.beauty_beautyful,Gyönyörű
trait.beauty_pretty,Vonzó
trait.beauty_ugly,Nem vonzó
trait.beauty_unpretty,Csúnyácska
trait.beer_addiction,Alkoholfüggőség
trait.beer_hangover,Másnaposság
trait.blindness,Megvakított
trait.blood_poisoning,Üszkösödés
trait.bruise,Zúzódás
trait.bruise_light,Kisebb zúzódás
trait.burglary,Betörés
trait.burn_heavy,Súlyos égés
trait.burn_light,Kisebb égés
trait.burn_middle,Közepes égés
trait.character_attack,Támadás egy nemes ellen
trait.cut,Vágás
trait.cut_down,Levágott fej
trait.dead,Halott
trait.deadly_fight,Gyilkossági kísérlet
trait.deep_wound,Mély seb
trait.doubting,Agnosztikus
trait.dummy_bastard,Paraszttól született fattyú
trait.lord_bastard,Egy nemes fattya
trait.encephalitistrait,Agyvelőgyulladás
trait.exhalation,Kimerült
trait.fatigue,Fáradt
trait.fear_of_punishment,Félelem a büntetéstől
trait.fight_with_king,Harc a királlyal
trait.heavy_bleeding,Súlyos vérzés
trait.homeless,Hajléktalan
trait.immobilization,Mozgásképtelen
trait.injury_arm,Kézsérülés
trait.injury_face,Arcsérülés
trait.injury_leg,Lábsérülés
trait.injury_rib,Bordasérülés
trait.inspection_friendly,Utasításokat kapott
trait.internal_bleeding,Belső vérzés
trait.kid,Gyermek
trait.leprosy,Lepra
trait.loss_of_eye,Félszemű
trait.loss_of_hand,Félkezű
trait.love,Szerelmes
trait.medium_bleeding,Közepes vérzés
trait.mortal_wound,Halálos seb
trait.murder,Gyilkosság
trait.murder_of_aristocrat,Egy nemes meggyilkolása
trait.nectar_addiction,Nektárfüggőség
trait.nectar_hangover,Nektár okozta másnaposság
trait.night_murder,Éjszakai gyilkosság
trait.night_murder_attempt,Gyilkossági kísérlet éjjel
trait.oldman,Idős
trait.painful_shock,Fájdalom okozta sokk
trait.philosopher,Filozófus
trait.poison_attempt,Mérgezési kísérlet
trait.poison_begin_stage,A mérgezés korai stádiuma
trait.poison_middle_stage,A mérgezés köztes stádiuma
trait.poison_last_stage,A mérgezés végső stádiuma
trait.pregnant,Terhes (1./3 stádium)
trait.pregnant_medium,Terhes (2./3 stádium)
trait.pregnant_heavy,Terhes (3./3 stádium)
trait.religious_fanatic,Vallási fanatikus
trait.robbery,Rablás
trait.robbery_attempt,Rablási kísérlet
trait.sin_abuse,Megsértették
trait.sin_caption,{trait_name}
trait.sin_criminal,Bűnöző
trait.sin_cuthroat,Briganti
trait.sin_fight,Harc
trait.sin_forbidden_sex,Tiltott szex
trait.sin_seduce,Csábítás
trait.sin_bribe,Megvesztegetés
trait.sin_divorce,Válás
trait.sin_unfair_attack,Tisztességtelen támadás
trait.sin_dark_action,Sötét tettek
trait.slave,Fogoly
trait.slave_roped,Meg van kötözve
trait.roped_by_thugs,Orgyilkosok megkötözték
trait.slowness,Agyrázkódás
trait.starvation,Éhezik
trait.stunning,Kába
trait.terror,Terror áldozata
trait.unconscious,Eszméletlen
trait.weak_bleeding,Kisebb vérzés
trait.scars,Forradásos
trait.person,Személyiség
trait.scars_ugly,Megcsonkított
trait.tantrum,Idegösszeomlás
trait.throne_desire,Trón utáni vágy
trait.inflamed_wound,Elfertőződött seb
trait.sin_begin_terror,Terrort kezdeményezett
trait.sin_murder,Aljas gyilkosság
trait.sin_forbidden_child,Tiltott gyermek
trait.sin_evil_joke,Kegyetlen vicc
trait.captive,Fogoly
trait.early_bald,Korai kopaszodás
trait.bald,Kopasz
trait.savant,Tudós
trait.nervous,Ideges
trait.stupidity,Mentális leépülés
trait.hard_childbirth,Nehéz szülés
trait.low_fertility,Alacsony termékenység
trait.high_fertility,Magas termékenység
trait.gay,Meleg
trait.bald,Kopaszodik
trait.calm,Nyugodt
trait.addiction_resist,Ellenállás a függőségekkel szemben
trait.empath,Empatikus
trait.strong_will,Erős akarat
trait.brave,Vakmerő
trait.monogam,Monogám
trait.suggestible,Befolyásolható
trait.addiction_low_resist,Függőségre való hajlam
trait.home_tyran,Családi zsarnok
trait.lustful,Kéjsóvár
trait.envious,Irigy
trait.cynic,Cinikus
trait.gambler,Szerencsejátékos
trait.ascet,Aszkéta
trait.contemptuous,Gőgös
trait.coward,Gyáva
trait.gluttony,Torkos
trait.drug_hater,Droggyűlölet
trait.misandrist,Férfigyűlölő
trait.misagonist,Nőgyűlölő
trait.blissful,Boldog
trait.early_gray,Korai őszülés
trait.sarcastic,Szarkasztikus
trait.religious,Istenfélő
trait.pacifist,Békeszerető
trait.anxious,Aggódó
trait.fearless,Rettenthetetlen
trait.protector,Városvédő
trait.poisoner,Méregkeverő
trait.cutter,Lefejező
trait.charisma,Karizmatikus
trait.precise_language,Pontos nyelvezet
trait.diplomat,Diplomata
trait.forecaster,Jós
trait.insightful,Éleslátó
trait.combat_teacher,Harci kiképző
trait.greedy,Kapzsi
trait.sublimation,Szublimáció
trait.disinhereted,Volt örökös
trait.saint,Szent
trait.determination,Az eltökéltség próbája
trait.depression,Depresszió
trait.gray_head,Ősz haj
trait.swede_typh_st_1,Karórépaláz – kezdeti stádium
trait.swede_typh_st_2,Karórépaláz – válságos
trait.swede_typh_st_3,Karórépaláz – gyógyulás
