Key,Japanese
advisor.matriarch,教会は不満を抱いています。
advisor.prestige,名声が低くなっています。
advisor.teach_children,子供への教育が行き届いていません。
advisor.marry,領主を結婚させる時です。
advisor.chancellery,官庁が必要です。
advisor.loyality,領主の忠誠心が低下しています。
advisor.slaves_unhappy,囚人の不満が募っています。
advisor.peasants_unhappy,移住者の流入が停止しました
advisor.culture_unhappy,特定の文化圏の人々の不満が募っています。
advisor.warriros_unhappy,戦士の不満が募っています。
advisor.depression,領主が落ち込んでいます。
advisor.feud,領主同士の対立があります。
advisor.train_sodiers,兵士の訓練が行き届いていません。
advisor.knowledge,本の研究が進んでいません。
advisor.produce_goods,生産が停滞しています。
advisor.homeless,領主の邸宅がありません。
advisor.efffective,建物の効率を上げる余地があります。
advisor.bandit_camp,盗賊の野営地が拡大しています。
advisor.dont_like,危険な隣人がいます。
advisor.intrigues,敵が陰謀を企てています。
advisor.desire,領主は欲望におぼれています。
advisor.one_title,爵位が1つしか残っていません。
advisor.enemy,敵はその時を待ち構えています。
advisor.slaves_hungry,囚人が飢えています。
advisor.peasants_hungry,農民が飢えています。
advisor.not_enought_tavernas,酒場が必要です。
advisor.no_temples,礼拝堂が必要です。
advisor.no_barracks,兵舎が必要です。
advisor.rutabaga_poison,ルタバガ腸チフスの流行
advisor.inflamed_wound_lords,傷口の炎症
advisor.inflamed_wound_warriors,兵士の傷口が炎症を起こしています。
advisor.free_lord_expire_soon,契約が満了しました。
advisor.no_problems,問題はありません。
advisor.no_tavernas,酒場がうまく機能していません。
advisor.no_altar,人々は祈る場所がありません。
advisor.no_allcohol_production,アルコールは生産されていません。
advisor.no_food_production,食料は生産されていません。
advisor.upgrade_woorcutter,製材所にはアップグレードが必要です。
advisor.small_army,軍事力に不安があります。
advisor.low_fertility,肥沃度の低下に直面しています。
advisor.low_iron,鉄の埋蔵量は枯渇しつつあります。
advisor.slaves_run,囚人の警備が手薄になっています。
advisor.no_work,失業者が増えています。
advisor.contraband,街では様々な憶測が飛び交っています。
advisor.fanatics_rebellion,反乱を起こそうとしている狂信者。
advisor.bishop_rebellion,司教が反乱を企てている。
advisor.onboard_1,製材所を建設する。
advisor.onboard_2,ライ麦を収穫する。
advisor.onboard_3,小麦粉の製造を始める。
advisor.onboard_4,ホップを収穫する。
advisor.onboard_5,ビールの醸造を始める。
advisor.onboard_6,鉱山を建設する。
advisor.onboard_7,貿易協定を締結する。
advisor.onboard_8,人口40人に到達する。
advisor.onboard_9,国家を作る。
advisor.clerks,官吏が任命されていません。
advisor.no_paper,官庁には紙がありません。
advisor.wolves,人喰いオオカミが労働者を襲っている。
advisor.onboard_4_1,自由領主を雇う。
advisor.onboard_6_1,道具の製造を始める。
advisor.emperor_coronation,皇帝になる。
advisor.desire_to_kill,領主が殺人を計画している。
trait.hint.risk_of_infection,感染リスクは残ります。
trait.infertility,更年期障害
trait.beauty_beautyful,美しい
trait.beauty_pretty,魅力的
trait.beauty_ugly,魅力に欠ける
trait.beauty_unpretty,不細工
trait.beer_addiction,アルコール依存症
trait.beer_hangover,二日酔い
trait.blindness,盲目
trait.blood_poisoning,壊疽
trait.bruise,あざ
trait.bruise_light,軽度のあざ
trait.burglary,強盗
trait.burn_heavy,重度の火傷
trait.burn_light,軽度の火傷
trait.burn_middle,普通の火傷
trait.character_attack,領主への襲撃
trait.cut,切り傷
trait.cut_down,切断された頭部
trait.dead,死亡
trait.deadly_fight,殺人未遂
trait.deep_wound,深い傷
trait.doubting,無神論者
trait.dummy_bastard,農民の子として生まれた非嫡出子
trait.lord_bastard,領主の非嫡出子
trait.encephalitistrait,脳炎
trait.exhalation,疲労困憊
trait.fatigue,疲労
trait.fear_of_punishment,処罰への恐怖
trait.fight_with_king,王との戦い
trait.heavy_bleeding,重度の出血
trait.homeless,路上生活
trait.immobilization,動けない
trait.injury_arm,手の怪我
trait.injury_face,顔の怪我
trait.injury_leg,足の怪我
trait.injury_rib,肋骨の骨折
trait.inspection_friendly,指示を受けた
trait.internal_bleeding,内出血
trait.kid,子供
trait.leprosy,ハンセン病
trait.loss_of_eye,目を失った
trait.loss_of_hand,手を失った
trait.love,恋の盲目
trait.medium_bleeding,並の出血
trait.mortal_wound,致命的な傷
trait.murder,殺人
trait.murder_of_aristocrat,領主の殺害
trait.nectar_addiction,ネクタル依存症
trait.nectar_hangover,ネクタルで二日酔い
trait.night_murder,夜間の殺人
trait.night_murder_attempt,夜間の殺人未遂
trait.oldman,高齢者
trait.painful_shock,痛みのショック
trait.philosopher,哲学者
trait.poison_attempt,毒殺を試みた
trait.poison_begin_stage,中毒の初期段階
trait.poison_middle_stage,中毒の中間段階
trait.poison_last_stage,中毒の最終段階
trait.pregnant,妊娠 (ステージ 1/3)
trait.pregnant_medium,妊娠 (ステージ 2/3)
trait.pregnant_heavy,妊娠 (ステージ 3/3)
trait.religious_fanatic,宗教狂信者
trait.robbery,強盗
trait.robbery_attempt,強盗未遂
trait.sin_abuse,侮辱
trait.sin_caption,{trait_name}
trait.sin_criminal,犯罪
trait.sin_cuthroat,殺し屋
trait.sin_fight,喧嘩
trait.sin_forbidden_sex,禁じられた性行為
trait.sin_seduce,誘惑
trait.sin_bribe,賄賂
trait.sin_divorce,離婚
trait.sin_unfair_attack,不当な攻撃
trait.sin_dark_action,闇の所業
trait.slave,囚人
trait.slave_roped,拘束
trait.roped_by_thugs,暗殺者に拘束された
trait.slowness,脳震とう
trait.starvation,飢餓
trait.stunning,めまい
trait.terror,恐怖の被害者
trait.unconscious,意識不明
trait.weak_bleeding,軽度の出血
trait.scars,傷がある
trait.person,性格
trait.scars_ugly,切断
trait.tantrum,神経衰弱
trait.throne_desire,王位への欲望
trait.inflamed_wound,感染した傷
trait.sin_begin_terror,恐怖の始まり
trait.sin_murder,卑劣な殺人
trait.sin_forbidden_child,許されざる子供
trait.sin_evil_joke,残酷な冗談
trait.captive,囚人
trait.early_bald,若はげ
trait.bald,はげ
trait.savant,学識者
trait.nervous,神経質
trait.stupidity,精神障害
trait.hard_childbirth,難産
trait.low_fertility,妊娠しにくい
trait.high_fertility,妊娠しやすい
trait.gay,ゲイ
trait.bald,はげ
trait.calm,冷静
trait.addiction_resist,依存症に耐性あり
trait.empath,共感力
trait.strong_will,強い意思
trait.brave,無謀
trait.monogam,一夫一婦制
trait.suggestible,暗示にかかりやすい
trait.addiction_low_resist,依存傾向
trait.home_tyran,家庭内暴君
trait.lustful,好色
trait.envious,妬ましい
trait.cynic,冷笑的
trait.gambler,ギャンブル依存症
trait.ascet,禁欲主義者
trait.contemptuous,軽蔑的
trait.coward,弱虫
trait.gluttony,大食漢
trait.drug_hater,薬物憎悪
trait.misandrist,男性憎悪
trait.misagonist,女性憎悪
trait.blissful,至福
trait.early_gray,早すぎる白髪
trait.sarcastic,皮肉屋
trait.religious,敬虔
trait.pacifist,平和主義者
trait.anxious,不安
trait.fearless,怖いもの知らず
trait.protector,街の守護者
trait.poisoner,毒殺犯
trait.cutter,斬首人
trait.charisma,カリスマ
trait.precise_language,正確な言語
trait.diplomat,外交官
trait.forecaster,予測家
trait.insightful,優れた洞察力
trait.combat_teacher,戦闘インストラクター
trait.greedy,欲深い
trait.sublimation,昇華
trait.disinhereted,前相続人
trait.saint,聖人
trait.determination,覚悟の試練
trait.depression,憂うつ
trait.gray_head,白髪
trait.swede_typh_st_1,ルタバガチフス - 初期段階
trait.swede_typh_st_2,ルタバガチフス - 危機的状況
trait.swede_typh_st_3,ルタバガチフス - 回復
trait.madness,狂気
trait.light_cut,わずかな切り傷
trait.pierced_arm,貫かれた腕
trait.pierced_shoulder,貫かれた肩
trait.pierced_leg,貫かれた脚
trait.pierced_lung,貫かれた肺
trait.nectar_rage,ネクタルの狂気
trait.suspect,犯罪者
trait.criminal_intimidated,威圧的
trait.matriarch,女家長
trait.lord_lowborn,卑しい身分
trait.loyalist,王政支持者
trait.inspired,刺激を受けた
trait.hemophilia,血友病
trait.ex_bandit,元盗賊
trait.under_culture_terror,文化の恐怖
trait.genius_king,野心的な征服者
trait.dying_from_old,迫りくる死
trait.great_teacher,啓発者
trait.senility,老人性
trait.cholera_st_1,天然痘 - 初期段階
trait.cholera_st_2,天然痘 - 危機的状況
trait.cholera_st_3,天然痘 - 回復
trait.typh_immunity,感染症に対する免疫
