Key,Turkish
tooltip.construction.hold_shift.start,Basılı tut
tooltip.construction.hold_shift.end,ile düz bir çizgi çek
mutator.longlive,Uzun ömürlülük
ambition.recommend_for_start,(Önerilen)
notification.lord_escaped,{name}: Vilayeti terk etti.
notification.messenger_escaped,"Elçi, vilayeti terk etti."
notification.messenger_return,"Elçi, vilayete geri döndü."
actor.status.back_to_home_town,Memleketine dönüyor
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,{target_name} hedefine saldırıyor
army.status.reinforcement_in_process,{target_name} için destek güçleri geliyor
mind.remain_time_exhaustion,Açlık nedenli ölüme kalan süre: {remain_time_hours} saat.
mind.remain_time_starvation,Yorgunluğa kalan süre: {remain_time_hours} saat.
display_event.soul_missing,{name}: Kayıp
ceremony.emperor_coronation,İmparatorun Taç Töreni
statistics.peoples.line.mood,Ruh Hâli
statistics.peoples.line.capital,Başkent
statistics.peoples.line.sick,Hasta İnsanlar
statistics.peoples.line.hungry,Aç İnsanlar
statistics.peoples.line.strongly_tired,Aşırı Yorgun
statistics.peoples.line.homeless,Evsiz
statistics.peoples.line.fanatics,Fanatikler
statistics.peoples.line.nectar_addicted,Nektar Bağımlısı
statistics.peoples.line.loyalists,Rejim Destekçileri
statistics.peoples.category.happiness,MUTLULUK
statistics.peoples.category.groups,TOPLULUKLAR
statistics.peoples.category.cultures,KÜLTÜRLER
trade.soldiers_tax.caption,Savaşçı vergisi
trade.vassal_tax.to_player,Vasallarının haracı
trade.vassal_tax.from_player,Süzerenine haraç
actor.action_task.emperor_coronation,Kendini İmparator İlan Et
statistics.tab.resources,Kaynaklar
statistics.tab.peoples,İnsanlar
display_event.emperor_inquizition_soon,Engizisyon geliyor
statistics.resources.category.currency,PARA BİRİMİ
statistics.resources.category.food_and_drinks,GIDA VE İÇECEKLER
statistics.resources.category.extracted,ÇIKARILAN KAYNAKLAR
statistics.resources.category.manufactured,ÜRETİLEN KAYNAKLAR
statistics.resources.category.weapon_and_armor,SİLAHLAR VE ZIRH
statistics.resources.special_hint.consumed,Asilzade ve mahkûm tüketimi
menu.ending.titile.emperor.fail,Yenildin!
menu.ending.text.emperor.fail,"Engizisyon'a karşı duramadın.
 
 Vilayetin ateşe verildi, eyaletin dağıldı ve tüm hükümdarlar derslerini aldı. Artık kimse bir müddet Kilise'ye karşı gelmeye cesaret edemez.
 
 Kimsenin gelecekte Sevecen Aile'ye karşı gelmemesini sağlamak için Engizisyon tüm kitapları yaktı ve okuryazarlık, cezası ölüm olmak üzere yasaklandı.
 
 Norland, Karanlık Çağların çukuruna doğru sürükleniyor..."
menu.ending.titile.emperor.win,Zafer!
menu.ending.text.emperor.win,"Başarıyla yeni bir imparatorluk kurup Kilise'nin mutlak gücünü elinden aldın. Hanedanının hükümdarlarının adları, yüzyıllık tarihe yazıldı.
 
 Karanlık Çağların tehdidi sona erdi, yeni bir gün doğuyor."
menu.ending.ok,Oyunu Bitir
ambition.engame.emperor,"Hükümdarını imparator ilan et ve oyunu kazanmak için Sevecen Aile'ye meydan oku.
 
 (Eyleme hükümdarının menüsünden ulaşılabilir)"
display_event.press_right_click_to_close,$ <b>Sağ fare tuşu</b> ile mesajı kapat.
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,Ordu vergisi arttı
menu.choose_province.extends_borders.header,Eyaletlerin Oluşumu
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 Oyuna bağımsız bir vilayet olarak başlayabilirsin ya da komşularını sınırlarına katarak anında vasal krallığını oluşturabilirsin.
 
 <b>Sınırlardaki butonlara</b> tıklayarak bunu yapabilirsin.
 
 Diğer krallıkların vilayetlerini seçip sınırlarını genişleterek onlar için de benzer krallıklar oluşturabilirsin."
actor.action.inspector.executor,YÖNETİCİ SEÇ
display_event.terror_no_more_criminal_and_jobless,Dehşet kontrolden çıkıyor!
actor.age.child,Çocuk
actor.part_of_nature.king,Hükümdar
actor.class.heavy_archers,Ağır Zırhlı 13-17. Seviye Arbaletçi
mutator.iron_excess,Fazla demir
mutator.old_grudge,Eski Kinler
display_event.players_vassal_left,"Vasalın {faction_name}, artık krallığın bir parçası değil."
display_event.players_ally_left,"Müttefikin {faction_name}, artık ittifakın bir parçası değil."
main_menu.new_game.province.header.start,Oyunu başlat
statistics_menu.province.no_iron_mines,Hiç demir yatağı yok.
statistics.resources.category.currency.army_tax,Savaşçı vergisi
statistics.resources.category.currency.tribute_from_your_vassals,Vasallarının haracı
statistics.resources.category.currency.your_vassal_tribute,Süzerenine haraç
actor.loyalty.no_changes,Son 24 saat içinde sadakat değişmedi.
encyclopedia.press_right_click_to_pin,$ <b>Sağ fare tuşu</b> ile sabitle veya sabitlemeyi kaldır.
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ <b>Sağ fare tuşu</b> ile okundu veya okunmadı olarak işaretle.
building.menu.ordered,SİPARİŞ EDİLEN
building.menu.bonus,BONUS
building.menu.no_orders,Emir yok
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Kalan: {produced_count}
building.menu.status.raw_waiting,Vilayet ardiyesinden kaynak bekleniyor.
main_menu.wiki,Wiki
menu.actor.free_lord,Özgür asilzade
actor.stata.knight,Şövalye
main_menu.external_links,Dış Bağlantılar:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Hata Raporu
tutorial.enemy.attack,Saldırı
video.endgame.sub1,Kızıl Taht artık senin.
video.endgame.sub2,"Kilise siyasi gücünü yitirdi, artık Maderşah'ı sen atıyorsun."
video.endgame.sub3,"Korkunç savaşların dönemi sona erdi, çekişmeler artık imparatorun meclisinde çözülüyor."
video.endgame.sub4,"Orman, haydutlardan kurtuldu. Kütüphaneler artık yanmıyor ve serbest ticaret hızla gelişiyor."
video.endgame.sub5,Uluslar sorunlarını unuttu ve barışçıl bir şekilde çalışıyorlar.
video.endgame.sub6,"İmparatorlukların sonsuz olmadığını unutma, antik tarih bize onların çöküşünden de bahseder."
video.endgame.sub7,"Yalnızca bir aptal, tanrıların geleceğimiz için ne planladığını bildiğini iddia edebilir."
autosave_modes.two_in_one,Günde 2 kez
autosave_modes.one_in_one,Günde 1 kez
autosave_modes.one_in_two,2 günde bir 1 kez
video.endgame.sub8,"""Hükümdarın gücü insan gücünden üstündür ve bu güç, çok uzaklara kadar uzanır"" — Heredot Tarihi"
actor.action_task.force_eat,Ye
options_menu.game.autosave_modes,OTOMATİK KAYIT
display_event.lord_want_to_kill_someone,{lord_name}: Cinayet planlıyor.
work.caravanner,Kervancı
global_map.object.army.garrison,Ordu
global_map.object.army.on_global_map,Dünya haritasında
global_map.object.army.nobody,HİÇ KİMSE
menu.tools.hint.menu,Durdur
main_menu.new_game.province.neighbours.ally,Müttefik
main_menu.new_game.province.neighbours.vassal,Vasal
main_menu.new_game.province.neighbours.suzrain,Süzeren
main_menu.new_game.province.neighbours.alliance_leader,İttifakın Başı
main_menu.new_game.province.neighbours.independent,Bağımsız
main_menu.new_game.province.neighbours.pacifism.ambitious,Hırslı
main_menu.new_game.province.neighbours.pacifism.random,Rastgele
main_menu.new_game.province.neighbours.town_sell,Şehirde satılanlar
main_menu.new_game.province.neighbours.town_buy,Şehirde satın alınanlar
main_menu.new_game.province.neighbours.sell.random,Rastgele
main_menu.new_game.province.player.village.1,İlk köy
main_menu.new_game.province.player.village.2,İkinci köy
main_menu.new_game.province.player.village.random,Rastgele
mutator.lazy_workers,Tembel işçiler
building.status.inspection_inactive,Aktif değil
advisor.wood,Yeterli odun yok.
advisor.alcohol,Düşük Alkol Tüketimi.
advisor.nectar,Nektar azaldı.
advisor.housing,Yeterli ev yok.
advisor.tasks,Asilzade çok meşgul.
advisor.patrols,Şehirde çok fazla avare var.
advisor.scafod,Suçlar cezalandırılmıyor.
advisor.low_money,Hazine neredeyse boşaldı.
advisor.matriarch,Kilise memnuniyetsiz.
advisor.prestige,Saygınlık düşük.
advisor.teach_children,Çocuklar eğitim görmüyor.
advisor.marry,Asilzadenin evlenme vakti geldi.
advisor.chancellery,Bir Şansölyelik'e ihtiyacımız var.
advisor.loyality,Bir asilzadenin sadakati düşüyor.
advisor.slaves_unhappy,Mahkûmlar mutsuz.
advisor.peasants_unhappy,Göç durdu
advisor.culture_unhappy,Bazı kültürlerin insanları mutsuz.
advisor.warriros_unhappy,Savaşçılar mutsuz.
advisor.depression,Bir asilzade depresyonda.
advisor.feud,Asilzadeler arasında rekabet başladı.
advisor.train_sodiers,Askerler eğitim görmüyor.
advisor.knowledge,Kitaplar okunmuyor.
advisor.produce_goods,Üretim durgunlaştı.
advisor.homeless,Bir asilzadenin evi yok.
advisor.efffective,Bir bina daha verimli bir şekilde işleyebilir.
advisor.bandit_camp,Bir haydut kampı büyüyor.
advisor.dont_like,Tehlikeli bir komşumuz var.
advisor.intrigues,Bir düşman hazırlık yapıyor.
advisor.desire,Bir asilzade arzusuna yenik düştü.
advisor.one_title,Yalnızca tek bir ünvan kaldı.
advisor.enemy,Bir düşman doğru anı bekliyor.
advisor.slaves_hungry,Mahkûmlar açlıktan kırılıyor.
advisor.peasants_hungry,Köylüler açlıktan kırılıyor.
advisor.not_enought_tavernas,Tavernalara ihtiyacımız var.
advisor.no_temples,Tapınaklara ihtiyacımız var.
advisor.no_barracks,Kışlalara ihtiyacımız var
advisor.rutabaga_poison,Şalgam Humması Salgını
advisor.inflamed_wound_lords,İltihaplanan yara
advisor.inflamed_wound_warriors,Askerlerin yaraları iltihaplandı.
advisor.free_lord_expire_soon,Sözleşme sona eriyor.
advisor.no_problems,Hiçbir sorun yok.
advisor.no_tavernas,Tavernalar işlemiyor.
advisor.no_altar,İnsanların dua edecek yeri yok.
advisor.no_allcohol_production,Alkol üretilmiyor.
advisor.no_food_production,Gıda üretilmiyor.
advisor.upgrade_woorcutter,Kereste fabrikalarımızın yükseltilmesi gerek.
advisor.small_army,Ordumuz çok zayıf.
advisor.low_fertility,Düşük verimlilik tehdidiyle karşı karşıyayız.
advisor.low_iron,Demir rezervleri tükeniyor.
advisor.slaves_run,Mahkûmların koruması yetersiz.
advisor.no_work,İşsizlerin sayısı çok fazla.
advisor.contraband,Şehirde vurgunculuk dönüyor.
advisor.fanatics_rebellion,Fanatik ayaklanması çok yakın.
advisor.bishop_rebellion,Piskopos bir ayaklanma planlıyor.
advisor.onboard_1,Bir Kereste Fabrikası inşa et.
advisor.onboard_2,Çavdar ekinini hasat et.
advisor.onboard_3,Un yapımına başla.
advisor.onboard_4,Şerbetçi otu ekinini hasat et.
advisor.onboard_5,Bira üretimine başla.
advisor.onboard_6,Maden inşa et.
advisor.onboard_7,Bir ticaret sözleşmesi ayarla.
advisor.onboard_8,40 kişilik nüfusa ulaş.
advisor.onboard_9,Eyalet oluştur.
advisor.clerks,Kâtipler atanmadı.
advisor.no_paper,Şansölyelikte kâğıt eksikliği var.
advisor.wolves,Etbörüler işçilere saldırıyor.
advisor.onboard_4_1,Bir özgür asilzade işe al.
advisor.onboard_6_1,Alet yapımına başla.
advisor.emperor_coronation,İmparator ol.
advisor.desire_to_kill,Asilzade bir cinayet planlıyor.
trait.hint.risk_of_infection,Enfeksiyon riski devam ediyor
trait.infertility,Menopoz
trait.beauty_beautyful,Güzel
trait.beauty_pretty,Çekici
trait.beauty_ugly,Çirkin
trait.beauty_unpretty,Alımsız
trait.beer_addiction,Alkol bağımlısı
trait.beer_hangover,Akşamdan kalma
trait.blindness,Kör
trait.blood_poisoning,Kangren
trait.bruise,Morluk
trait.bruise_light,Küçük morluk
trait.burglary,Hırsızlık
trait.burn_heavy,Şiddetli yanık
trait.burn_light,Küçük yanık
trait.burn_middle,Orta yanık
trait.character_attack,Asilzadeye saldırı
trait.cut,Kesik
trait.cut_down,Kesilmiş kafa
trait.dead,Ölü
trait.deadly_fight,Cinayet girişimi
trait.deep_wound,Derin yara
trait.doubting,Agnostik
trait.dummy_bastard,Köylüden doğma piç
trait.lord_bastard,Asilzadeden doğma piç
trait.encephalitistrait,Beyin iltihabı
trait.exhalation,Yorgun
trait.fatigue,Tükenmiş
trait.fear_of_punishment,Ceza korkusu
trait.fight_with_king,Hükümdar ile kavga
trait.heavy_bleeding,Şiddetli kanama
trait.homeless,Evsiz
trait.immobilization,Hareketsiz
trait.injury_arm,Elde incinme
trait.injury_face,Yüzde incinme
trait.injury_leg,Bacakta incinme
trait.injury_rib,Kaburgada incinme
trait.inspection_friendly,Talimat aldı
trait.internal_bleeding,İç kanama
trait.kid,Çocuk
trait.leprosy,Cüzzam
trait.loss_of_eye,Gözünü kaybetti
trait.loss_of_hand,Elini kaybetti
trait.love,Sırılsıklam âşık
trait.medium_bleeding,Orta derece kanama
trait.mortal_wound,Ölümcül yara
trait.murder,Cinayet
trait.murder_of_aristocrat,Asilzade cinayeti
trait.nectar_addiction,Nektar bağımlılığı
trait.nectar_hangover,Nektar yüzünden akşamdan kalma
trait.night_murder,Akşam cinayeti
trait.night_murder_attempt,Akşam cinayet girişiminde bulunuldu
trait.oldman,Yaşlı
trait.painful_shock,Ağrı şoku
trait.philosopher,Filozof
trait.poison_attempt,Zehirleme girişimi
trait.poison_begin_stage,İlk evre zehirlenme
trait.poison_middle_stage,İleri evre zehirlenme
trait.poison_last_stage,Son evre zehirlenme
trait.pregnant,Hamile (1/3 dönemi)
trait.pregnant_medium,Hamile (2/3 dönemi)
trait.pregnant_heavy,Hamile (3/3 dönemi)
trait.religious_fanatic,Dindar fanatik
trait.robbery,Hırsızlık
trait.robbery_attempt,Hırsızlık girişimi
trait.sin_abuse,Hakaret edildi
trait.sin_caption,{trait_name}
trait.sin_criminal,Suçlu
trait.sin_cuthroat,Eşkıya
trait.sin_fight,Savaş
trait.sin_forbidden_sex,Yasak seks
trait.sin_seduce,Ayartma
trait.sin_bribe,Rüşvet
trait.sin_divorce,Boşanma
trait.sin_unfair_attack,Adaletsiz saldırı
trait.sin_dark_action,Karanlık işler
trait.slave,Mahkûm
trait.slave_roped,Bağlı
trait.roped_by_thugs,Suikastçılar tarafından bağlandı
trait.slowness,Kafa sarsıntısı
trait.starvation,Aç
trait.stunning,Başı dönüyor
trait.terror,Dehşet kurbanı
trait.unconscious,Baygın
trait.weak_bleeding,Ufak kanama
trait.scars,Yaralı
trait.person,Kişilik
trait.scars_ugly,Sakat
trait.tantrum,Sinir krizi
trait.throne_desire,Taht arzusu
trait.inflamed_wound,İltihaplı yara
trait.sin_begin_terror,Dehşet başlattı
trait.sin_murder,Korkunç cinayet
trait.sin_forbidden_child,Gayrimeşru çocuk
trait.sin_evil_joke,Acımasız şaka
trait.captive,Mahkûm
trait.early_bald,Erken kelleşme
trait.bald,Kel
trait.savant,Âlim
trait.nervous,Gergin
trait.stupidity,Zekâ geriliği
trait.hard_childbirth,Zor doğum
trait.low_fertility,Düşük doğurganlık
trait.high_fertility,Yüksek doğurganlık
trait.gay,Eş cinsel
trait.bald,Kel
trait.calm,Sakin
trait.addiction_resist,Bağımlılığa direnç
trait.empath,Anlayışlı
trait.strong_will,Güçlü irade
trait.brave,Pervasız
trait.monogam,Tek eşli
trait.suggestible,Kolay etkilenen
trait.addiction_low_resist,Bağımlılık yatkınlığı
trait.home_tyran,Aile içi zorba
trait.lustful,Şehvetli
trait.envious,Haset
trait.cynic,Alaycı
trait.gambler,Kumar bağımlılığı
trait.ascet,Sofu
trait.contemptuous,Küçümseyici
trait.coward,Korkak
trait.gluttony,Obur
trait.drug_hater,Madde nefreti
trait.misandrist,Erkek düşmanı
trait.misagonist,Kadın düşmanı
trait.blissful,Keyifli
trait.early_gray,Saçlarının erken beyazlaması
trait.sarcastic,İğneleyici
trait.religious,Dindar
trait.pacifist,Barışçı
trait.anxious,Kaygılı
trait.fearless,Korkusuz
trait.protector,Şehrin Savunucusu
trait.poisoner,Zehirleyici
trait.cutter,Kelle kesen
trait.charisma,Karizmatik
trait.precise_language,Net Dil
trait.diplomat,Diplomat
trait.forecaster,Falcı
trait.insightful,Anlayışlı
trait.combat_teacher,Dövüş eğitmeni
trait.greedy,Açgözlü
trait.sublimation,Yüceltme
trait.disinhereted,Eski vâris
trait.saint,Aziz
trait.determination,Kararlılık testi
trait.depression,Depresyon
trait.gray_head,Gri saç
trait.swede_typh_st_1,Şalgam Humması - İlk safha
trait.swede_typh_st_2,Şalgam Humması - Kriz
trait.swede_typh_st_3,Şalgam Humması - İyileşme
trait.madness,Delilik
trait.light_cut,Küçük kesik
trait.pierced_arm,Delinmiş kol
trait.pierced_shoulder,Delinmiş omuz
trait.pierced_leg,Delinmiş bacak
trait.pierced_lung,Delinmiş akciğer
trait.nectar_rage,Nektar deliliği
trait.suspect,Suçlu
trait.criminal_intimidated,Tehdit edilmiş
trait.matriarch,Maderşah
trait.lord_lowborn,Alt tabaka
trait.loyalist,Rejim destekçisi
trait.inspired,İlham almış
trait.hemophilia,Hemofili
trait.ex_bandit,Eski haydut
trait.under_culture_terror,Kültür dehşeti
trait.genius_king,Hırslı fatih
trait.dying_from_old,Yaklaşan ölüm
trait.great_teacher,Aydınlatıcı
trait.senility,Bunak
trait.cholera_st_1,Çiçek hastalığı - İlk safha
trait.cholera_st_2,Çiçek hastalığı - Kriz
trait.cholera_st_3,Çiçek hastalığı - İyileşme
trait.typh_immunity,Enfeksiyona bağışık
