Key,Russian
building.patrol_sign_day,Дневной патруль
tech.slaves_contain,Содержание пленников
time.days,{days}д
actor.action_task.spent_time_diplomacy,Визит посланника
display_event.culture_approve,{culture} одобряет действия короля
menu.trade.less_tax_for_amy,*Благодаря знанию Защита веры сумма налога снижена на {discount}%
menu.army.tax_for_soldier,"<b>При найме этого воина</b>
$ На основании его навыка Боя, <hint=hint_tutorial_church_tax>налог на воинов</hint> увеличится на <hint=hint_resource_gold>{soldier_tax}</hint> и составит <hint=hint_resource_gold>{overal_tax}</hint> в день."
options_menu.game.camera_speed,СКОРОСТЬ КАМЕРЫ
actor.action_task.wise_talk,Мудрая беседа
display_event.senility_begin,{name}: впал в старческий маразм!
display_event.character_loss_skill_trait,{name}: в результате деградации навыка {skill_name} потерян талант {trait_name}
display_event.character_loss_knowledge,{name}: в результате старения забыл знание {knowledge}
knowledge.unavailable_knowledge,Недоступные знания
building.menu.mine_resources,ЗАПАСЫ
building.menu.mine_mined,Добыто железа: {mined} / {limit}
display_event.mine.limit_reached,Запасы шахты исчерпаны
display_event.mine.limit_soon,Шахта истощается
display_event.fetility_loss_from_tree,Плодородность почвы упала
statistics_menu.province.resources,Ресурсы провинции
statistics_menu.province.trees_cuted,Вырублено леса:
statistics_menu.province.ground_fertility,Плодородность почвы:
statistics_menu.province.iron_mines,Месторождение железа
statistics_menu.province.no_mine,Шахта не построена:
trade_agreements.header,Торговые соглашения
