Key,Deutsch
display_event.prophecy_soon_unknown,Gerüchte über eine bevorstehende Katastrophe
opinion_mind.interest_to,Interesse an {name_2}:
opinion_mind.interest_of_me,Interesse von {name_2} an mir:
opinion_mind.interest_sex_ready,<center>{name_1} ist <green>bereit</green> für ein Rendezvous mit {name_2} (Interesse {interest_sign} <green>{interest_threshold}</green>)</center>
opinion_mind.interest_sex_not_ready,<center>{name_1} ist <red>nicht bereit</red> für ein Rendezvous mit {name_2} (Interesse {interest_sign} <red>{interest_threshold}</red>)</center>
display_event.market_depth_increased,Das Marktvolumen aller Waren hat sich erhöht
building.menu.escape_prevented,Verhinderte Flucht
mutator.no_prophecy,Keine Prophezeiungen
display_notification.auto_trade,Entsende Boten für Handelsabkommen
knowledge.blocked_reason.production_building_count,{count} Produktionsgebäude errichtet
display_tooltip.pause,PAUSE
menu.knowledge.culture_knowledge,Wissen über die Kultur {culture_name}.
statistics_menu.province.market_depth.header,Externer Markt
statistics_menu.province.market_depth.additional_depth,Zusätzliches <hint=hint_market_volume_bonus>Marktvolumen</hint>: {percent} %
display_event.old_age_begin,{name}: ist alt geworden
display_event.contraband_begin,Spekulationen erkannt
statistics_menu.contraband_label,Spekulationen
decor.dark_altar,Galgen
decor.dark_cage,Käfig
decor.dark_garbage,Blutiger Lappen
decor.dark_stake_with_head,Bestraft
decor.dark_statue_sculls,Tadel
decor.dark_statue_skeleton,Toter Gott
decor.dark_statue_wolf,Totem
decor.dark_tree,Toter Baum
decor.dark_tree_2,Kahler Baum
decor.dark_tree_3,Baumstumpf
decor.sub.dark,Einschüchterung
options_menu.audio.master_volume,GESAMTLAUTSTÄRKE
options_menu.audio.video_volume,VIDEOLAUTSTÄRKE
decor.sub.dark_2,Knochen
actor.part_of_nature.trader,Händler
display_event.forest_bandits_will_attack_soon,Gerüchte: Waldbanditen planen einen Angriff
menu.trade.vassal_tax_from_player,"Bevölkerung: {pop} Einwohner
 
 <b>Gesamte Steuern pro Tag:</b> <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_line,"{faction_uuid}: Bevölkerung {pop} Einwohner, Steuern <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_result,<b>Gesamte Steuern pro Tag:</b> <hint=hint_resource_gold>{sum}</hint>
actor.action_task.garant_wakeup,Diese Person wird aufgrund der Eigenschaft <hint=hint_anxious>ängstlich</hint> garantiert aufwachen.
actor.hint.injury.courage_threshold,<hint=hint_moral_level>Tapferkeitsschwelle:</hint> {number}
video.sub1,Seit dem Ende des zerstörerischen Religionskriegs
video.sub2,sind beinahe zweihundert Jahre vergangen.
video.sub3,Das Imperium ist zerfallen
video.sub4,und aus seinen ehemaligen Provinzen haben sich barbarische Königreiche entwickelt.
video.sub5,"Es gelang der Kirche, neue Hoffnung zu säen,"
video.sub6,und in den Ruinen der alten Zivilisation kehrten wieder Frieden und Wohlstand ein.
video.sub7,Mit der Zeit wuchs der Einfluss der Kirche immer weiter.
video.sub8,Doch die Geschichte wiederholt sich ... und Macht darf nicht zu lange in denselben Händen verbleiben.
video.sub9,Nacheinander entflammten Kriege zwischen den Königreichen.
video.sub10,"Hunger und Armut zwangen die Leute dazu, ihre Heimat aufzugeben"
video.sub11,und in benachbarten Siedlungen Zuflucht zu suchen.
video.sub12,Kann deine Dynastie die Königreiche vereinen
video.sub13,und den Fortlauf der dunklen Zeit beenden?
video.sub14,Von diesem Moment an schreibst du die Geschichte.
game.end.body,"In deiner Siedlung gibt es keine erwachsenen Lords mehr, die vernünftige Anweisungen erteilen könnten.
 
 Alle minderjährigen Lords werden von der Kirche adoptiert und in deren Reihen aufgenommen.
 
 Die Geschichte deiner Adelsfamilie endet hier."
game.end.caption,Du hast verloren!
building.menu.paper_in_stock,"Papier auf Lager: 
 {current} / {need}"
notification.insight.text,"Die Person hat plötzlich erkannt, dass sie über folgendes Wissen verfügt:
 
 <b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>Die unrechtmäßige Bestrafung eines freien Lords wird von Nachbarn verurteilt werden</red>
display_event.heir_can_soon_rise,Der Erbe {name} könnte sich demnächst erheben!
display_event.slaves_can_soon_rise,Die Sklaven könnten bald eine Rebellion beginnen!
display_event.loyalists_can_soon_rage,Die Loyalisten könnten ein Massaker beginnen!
display_event.soldiers_deserting,Deine Krieger verlassen die Stadt!
display_event.fanatics_can_soon_rise,Fanatiker könnten demnächst einen Aufstand anzetteln!
display_event.bishop_can_soon_rise,Der Bischof könnte demnächst einen Aufstand der Fanatiker anzetteln!
mind.remain_time,Läuft in {remain_time} ab
unsupported_saves.header,Nicht unterstützte Spielstände erkannt
unsupported_saves.body,"<b>Norland</b> befindet sich derzeit in der Entwicklung und wird laufend verbessert. Leider sind wir nicht immer in der Lage, Kompatibilität mit älteren Spielständen zu garantieren – vor allem, solange das Spiel noch nicht im Early Access veröffentlicht wurde.
 
 Alle nicht unterstützten Spielstände wurden in den Ordner „unsupported_saves“ verschoben.
 
 Wir entschuldigen uns für alle Unannehmlichkeiten."
menu.construction.category.roads,Straßen
tooltip.construction.place_roads,Straße errichten
tooltip.construction.remove_roads,Straße entfernen
tooltip.construction.hold_shift.start,Halte
tooltip.construction.hold_shift.end,für eine gerade Linie
mutator.longlive,Langlebigkeit
ambition.recommend_for_start,(Empfohlen)
notification.lord_escaped,{name} hat die Provinz verlassen
notification.messenger_escaped,Bote hat die Provinz verlassen
notification.messenger_return,Bote ist in die Provinz zurückgekehrt
actor.status.back_to_home_town,Auf der Heimreise
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Greift {target_name} an
army.status.reinforcement_in_process,Verstärkungstruppen für {target_name}
mind.remain_time_exhaustion,Tod durch Verhungern in {remain_time_hours} Stunden.
mind.remain_time_starvation,Zeit bis zur körperlichen Erschöpfung: {remain_time_hours} Stunden.
display_event.soul_missing,{name}: Verschollen
ceremony.emperor_coronation,Krönung des Imperators
statistics.peoples.line.mood,Laune
statistics.peoples.line.capital,Hauptstadt
statistics.peoples.line.sick,Kranke
statistics.peoples.line.hungry,Hungrige
statistics.peoples.line.strongly_tired,Erschöpfte
statistics.peoples.line.homeless,Obdachlose
statistics.peoples.line.fanatics,Fanatiker
statistics.peoples.line.nectar_addicted,Nektarsüchtige
statistics.peoples.line.loyalists,Loyalisten
statistics.peoples.category.happiness,ZUFRIEDENHEIT
statistics.peoples.category.groups,GRUPPEN
statistics.peoples.category.cultures,KULTUREN
trade.soldiers_tax.caption,Steuer auf Krieger
trade.vassal_tax.to_player,Tribut von deinen Vasallen
trade.vassal_tax.from_player,Tribut an deinen Lehensherren
actor.action_task.emperor_coronation,Zum Imperator erklären
statistics.tab.resources,Ressourcen
statistics.tab.peoples,Leute
display_event.emperor_inquizition_soon,Die Inquisition ist auf dem Weg
statistics.resources.category.currency,WÄHRUNG
statistics.resources.category.food_and_drinks,NAHRUNG UND GETRÄNKE
statistics.resources.category.extracted,GEFÖRDERTE RESSOURCEN
statistics.resources.category.manufactured,HERGESTELLTE RESSOURCEN
statistics.resources.category.weapon_and_armor,WAFFEN UND RÜSTUNG
statistics.resources.special_hint.consumed,Von Lord und Sklaven konsumiert
menu.ending.titile.emperor.fail,Niederlage!
menu.ending.text.emperor.fail,"Du konntest dich nicht gegen die Inquisition behaupten.
 
 Deine Provinz wurde niedergebrannt, dein Staat aufgelöst und alle Könige haben ihre Lektion gelernt – sie werden es nicht so schnell erneut wagen, die Kirche herauszufordern.
 
 Um sicherzugehen, dass sich auch in Zukunft niemand gegen die Liebende Familie widersetzen wird, verbrennt die Inquisition sämtliche Bücher und verbietet Bildung unter Androhung der Todesstrafe.
 
 Norland steht ein neues dunkles Zeitalter bevor ..."
menu.ending.titile.emperor.win,Sieg!
menu.ending.text.emperor.win,"Du hast erfolgreich ein neues Imperium begründet und die Kirche ihrer absoluten Macht beraubt. Die Namen der Könige deiner Dynastie werden für die nächsten Jahrhunderte alle Chroniken dominieren.
 
 Die Bedrohung eines neuen dunklen Zeitalters ist gebannt und ein neuer Morgen erhebt sich über dem Land."
menu.ending.ok,Spiel beenden
ambition.engame.emperor,"Erkläre deinen König zum Imperator und fordere die Liebende Familie heraus, um das Spiel zu gewinnen.
 
 (Aktion kann im Menü deines Machthabers freigeschaltet werden.)"
display_event.press_right_click_to_close,"$ Drücke die <b>Rechte Maustaste</b>, um die Nachricht zu schließen"
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,Armeesteuer erhöht
menu.choose_province.extends_borders.header,Staatenbildung
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 Du kannst das Spiel als unabhängige Provinz beginnen oder unverzüglich ein Vasallenkönigreich erstellen, indem du Nachbarn annektierst und eingliederst.
 
 Klicke dazu auf die entsprechenden <b>Schaltflächen an den Grenzen.</b>
 
 Du kannst außerdem ähnliche Königreiche für andere Könige erstellen, indem du deren Provinzen auswählst und ihre Grenzen erweiterst."
actor.action.inspector.executor,VERWALTER BESTIMMEN
display_event.terror_no_more_criminal_and_jobless,Der Terror gerät außer Kontrolle!
actor.age.child,Kleinkind
actor.part_of_nature.king,Machthaber
actor.class.heavy_archers,St. 13-17 Armbrustschütze in schwerer Rüstung
mutator.iron_excess,Eisen-Überschuss
mutator.old_grudge,Alter Groll
display_event.players_vassal_left,Dein Vasall {faction_name} ist nicht länger Teil des Königreichs
display_event.players_ally_left,Dein Verbündeter {faction_name} ist nicht länger Teil der Allianz
main_menu.new_game.province.header.start,Spiel beginnen
statistics_menu.province.no_iron_mines,Es gibt keine Eisenvorkommen.
statistics.resources.category.currency.army_tax,Kriegersteuer
statistics.resources.category.currency.tribute_from_your_vassals,Tribut von deinen Vasallen
statistics.resources.category.currency.your_vassal_tribute,Dein Tribut an den Lehensherren
actor.loyalty.no_changes,Die Loyalität hat sich in den letzten 24 Stunden nicht verändert
encyclopedia.press_right_click_to_pin,$ Mit der <b>Rechten Maustaste</b> anheften/lösen
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Mit der <b>Linken Maustaste</b> als gelesen/ungelesen markieren
building.menu.ordered,BEFOHLEN
building.menu.bonus,BONUS
building.menu.no_orders,Keine Befehle
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Verbleibend: {produced_count}
building.menu.status.raw_waiting,Wartet auf Ressourcen aus dem Provinz-Lagerhaus
main_menu.wiki,Wiki
menu.actor.free_lord,Freier Lord
actor.stata.knight,Ritter
main_menu.external_links,Externe Links:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Fehler melden
tutorial.enemy.attack,Angriff
video.endgame.sub1,Der Purpurne Thron gehört jetzt dir.
video.endgame.sub2,Die Kirche hat ihre politische Macht verloren. Ab sofort ernennst du die Matriarchin.
video.endgame.sub3,Die Ära der brutalen Kriege ist zu Ende. Nun werden Konflikte ausschließlich am Hof des Imperators beigelegt.
video.endgame.sub4,"Keine Banditen durchstreifen die Wälder, die Bibliotheken brennen nicht länger ... und der freie Handel floriert."
video.endgame.sub5,Die Nationen scheinen ihre Dispute verworfen zu haben und konzentrieren sich nun auf friedliche Arbeit.
video.endgame.sub6,"Doch man darf nie vergessen, dass kein Imperium ewig währt ... und die alten Chroniken uns von deren Niedergang berichten."
video.endgame.sub7,"Nur ein Narr würde sich anmaßen zu wissen, was die Götter in Zukunft mit uns vorhaben ..."
autosave_modes.two_in_one,2x täglich
autosave_modes.one_in_one,1x täglich
autosave_modes.one_in_two,1x alle 2 Tage
video.endgame.sub8,"„Die Macht des Königs ist größer als die des Menschen – und sein langer Arm reicht weit.“ – Herodot, Historien"
actor.action_task.force_eat,Essen
options_menu.game.autosave_modes,AUTOM. SPEICHERN
display_event.lord_want_to_kill_someone,{lord_name}: Plant einen Mord
work.caravanner,Karawanier
global_map.object.army.garrison,Armee
global_map.object.army.on_global_map,Auf der Weltkarte
global_map.object.army.nobody,NIEMAND
menu.tools.hint.menu,Pause
main_menu.new_game.province.neighbours.ally,Verbündeter
main_menu.new_game.province.neighbours.vassal,Vasall
main_menu.new_game.province.neighbours.suzrain,Lehensherr
main_menu.new_game.province.neighbours.alliance_leader,Allianzanführer
main_menu.new_game.province.neighbours.independent,Unabhängig
main_menu.new_game.province.neighbours.pacifism.ambitious,Ehrgeizig
main_menu.new_game.province.neighbours.pacifism.random,Zufällig
main_menu.new_game.province.neighbours.town_sell,Stadt verkauft
main_menu.new_game.province.neighbours.town_buy,Stadt kauft
main_menu.new_game.province.neighbours.sell.random,Zufällig
main_menu.new_game.province.player.village.1,Erstes Dorf
main_menu.new_game.province.player.village.2,Zweites Dorf
main_menu.new_game.province.player.village.random,Zufällig
mutator.lazy_workers,Faule Arbeiter
building.status.inspection_inactive,Inaktiv
advisor.wood,Nicht genug Holz.
advisor.alcohol,Geringer Alkoholkonsum.
advisor.nectar,Der Nektar geht zur Neige.
advisor.housing,Nicht genügend Wohnhäuser.
advisor.tasks,Der Lord ist zu beschäftigt.
advisor.patrols,Zu viele Vagabunden in der Stadt.
advisor.scafod,Verbrechen bleiben ungestraft.
advisor.low_money,Die Schatzkammer ist beinahe leer.
advisor.matriarch,Die Kirche ist unzufrieden.
advisor.prestige,Niedriges Prestige.
advisor.teach_children,Die Kinder erhalten keine Bildung.
advisor.marry,Für den Lord wird es Zeit zu heiraten.
advisor.chancellery,Wir brauchen eine Kanzlei.
advisor.loyality,Die Loyalität eines Lords nimmt ab.
advisor.slaves_unhappy,Die Sklaven sind unzufrieden.
advisor.peasants_unhappy,Zuwanderung gestoppt
advisor.culture_unhappy,Mitglieder einiger Kulturen sind unzufrieden.
advisor.warriros_unhappy,Krieger sind unzufrieden.
advisor.depression,Ein Lord leidet an Depressionen.
advisor.feud,Es gibt eine Rivalität unter den Lords.
advisor.train_sodiers,Soldaten werden nicht ausgebildet.
advisor.knowledge,Bücher werden nicht studiert.
advisor.produce_goods,Die Produktion stagniert.
advisor.homeless,Ein Lord hat kein Wohnhaus.
advisor.efffective,Ein Gebäude könnte effizienter betrieben werden.
advisor.bandit_camp,Ein Banditenlager wächst.
advisor.dont_like,Wir haben einen gefährlichen Nachbarn
advisor.intrigues,Ein Feind plant eine Verschwörung.
advisor.desire,Ein Lord wird von Sehnsucht zerfressen.
advisor.one_title,Nur ein Titel ist noch übrig.
advisor.enemy,Ein Feind wartet auf den richtigen Moment.
advisor.slaves_hungry,Die Sklaven verhungern.
advisor.peasants_hungry,Die Bauern verhungern.
advisor.not_enought_tavernas,Wir brauchen Tavernen.
advisor.no_temples,Wir brauchen Tempel.
advisor.no_barracks,Wir brauchen Kasernen.
advisor.rutabaga_poison,Steckrübenfieber-Epidemie
advisor.inflamed_wound_lords,Entzündete Wunde
advisor.inflamed_wound_warriors,Soldaten haben entzündete Wunden.
advisor.free_lord_expire_soon,Vertrag läuft aus.
advisor.no_problems,Es gibt keine Probleme.
advisor.no_tavernas,Tavernen funktionieren nicht.
advisor.no_altar,Die Leute können nirgendwo beten.
advisor.no_allcohol_production,Es gibt keine Alkoholproduktion.
advisor.no_food_production,Es gibt keine Nahrungsproduktion.
advisor.upgrade_woorcutter,Unsere Holzfällerlager müssen aufgewertet werden.
advisor.small_army,Unsere Armee ist äußerst schwach.
advisor.low_fertility,Es droht eine reduzierte Fruchtbarkeit.
advisor.low_iron,Die Eisenreserven gehen zur Neige.
advisor.slaves_run,Sklaven sind unzureichend bewacht.
advisor.no_work,Es gibt viele Arbeitslose.
advisor.contraband,In der Stadt kommt es zu Spekulationen.
advisor.fanatics_rebellion,Fanatiker nahe dem Aufstand
advisor.bishop_rebellion,Der Bischof plant einen Aufstand.
advisor.onboard_1,Baue ein Holzfällerlager.
advisor.onboard_2,Ernte Roggen.
advisor.onboard_3,Produziere Mehl.
advisor.onboard_4,Ernte Hopfen.
advisor.onboard_5,"Beginne, Bier zu brauen."
advisor.onboard_6,Errichte eine Mine.
