Key,TraditionalChinese
main_menu.new_game.province.neighbours.town_buy,這座城鎮購買
main_menu.new_game.province.neighbours.sell.random,隨機地
main_menu.new_game.province.player.village.1,首座村莊
main_menu.new_game.province.player.village.2,第二座村莊
main_menu.new_game.province.player.village.random,隨機
mutator.lazy_workers,懶惰的工人
building.status.inspection_inactive,未生效
advisor.wood,木材不足。
advisor.alcohol,酒的消耗量低。
advisor.nectar,蜜露即將耗盡。
advisor.housing,住所不足。
advisor.tasks,這位貴族太忙了。
advisor.patrols,城裡有太多流民
advisor.scafod,有未解決的懸案。
advisor.low_money,國庫快見底了。
advisor.matriarch,教會很不滿意。
advisor.prestige,威望低落。
advisor.teach_children,有未受教育的孩童。
advisor.marry,這位貴族該結婚了。
advisor.chancellery,我們需要一間官邸。
advisor.loyality,一名貴族的忠誠度正在下滑。
advisor.slaves_unhappy,囚犯們心懷不滿。
advisor.peasants_unhappy,移民已停止
advisor.culture_unhappy,部分文化背景的成員心懷不滿。
advisor.warriros_unhappy,戰士們心懷不滿。
advisor.depression,一名貴族陷入憂鬱了。
advisor.feud,有貴族彼此仇視。
advisor.train_sodiers,有未受訓的士兵。
advisor.knowledge,有未研讀的書籍。
advisor.produce_goods,生產停擺了。
advisor.homeless,一名貴族沒有住所。
advisor.efffective,一所建築未達最佳運作效率。
advisor.bandit_camp,一個劫匪營地正在擴張。
advisor.dont_like,一個鄰近勢力可能威脅到我們。
advisor.intrigues,有敵人正圖謀不軌。
advisor.desire,一名貴族被慾望吞噬了。
advisor.one_title,只剩一個爵位名額了。
advisor.enemy,有敵人正伺機而動。
advisor.slaves_hungry,囚犯們正在挨餓。
advisor.peasants_hungry,庶民們正在挨餓。
advisor.not_enought_tavernas,我們需要酒館。
advisor.no_temples,我們需要教堂。
advisor.no_barracks,我們需要營房。
advisor.rutabaga_poison,流行性洋蕪菁熱
advisor.inflamed_wound_lords,傷口發炎
advisor.inflamed_wound_warriors,士兵的傷口發炎了。
advisor.free_lord_expire_soon,合約到期了。
advisor.no_problems,目前沒有問題。
advisor.no_tavernas,酒館沒有在運作。
advisor.no_altar,人民無處禱告。
advisor.no_allcohol_production,沒有在生產酒。
advisor.no_food_production,沒有在生產食物。
advisor.upgrade_woorcutter,伐木場需要升級。
advisor.small_army,我們的軍隊力量薄弱。
advisor.low_fertility,我們面臨土壤肥沃度下降的威脅。
advisor.low_iron,鐵的存量即將耗盡。
advisor.slaves_run,囚犯未受到嚴格看守。
advisor.no_work,失業人數眾多。
advisor.contraband,城鎮正發生投機倒賣行為。
advisor.fanatics_rebellion,狂熱信徒就快起義了。
advisor.bishop_rebellion,主教正在策劃起義。
advisor.onboard_1,請建造伐木場。
advisor.onboard_2,收成麥子
advisor.onboard_3,請開始製作麵粉。
advisor.onboard_4,收成啤酒花
advisor.onboard_5,請開始釀造啤酒。
advisor.onboard_6,請建造礦場。
advisor.onboard_7,安排貿易協議。
advisor.onboard_8,請讓人口數達到 40。
advisor.onboard_9,請建立州省。
advisor.clerks,未指派職員。
advisor.no_paper,官邸缺乏紙。
advisor.wolves,食肉狼正在攻擊工人。
advisor.onboard_4_1,請聘請一位流浪貴族。
advisor.onboard_6_1,請開始製作工具。
advisor.emperor_coronation,成為帝王
advisor.desire_to_kill,這位貴族正在計劃謀殺
trait.hint.risk_of_infection,仍有感染風險。
trait.infertility,停經
trait.beauty_beautyful,相貌出眾
trait.beauty_pretty,引人矚目
trait.beauty_ugly,不受矚目
trait.beauty_unpretty,其貌不揚
trait.beer_addiction,酒精依賴
trait.beer_hangover,宿醉
trait.blindness,失明
trait.blood_poisoning,壞疽
trait.bruise,瘀傷
trait.bruise_light,輕微瘀傷
trait.burglary,入室竊盜
trait.burn_heavy,嚴重燒傷
trait.burn_light,輕微燒傷
trait.burn_middle,中度燒傷
trait.character_attack,攻擊貴族
trait.cut,割傷
trait.cut_down,人頭落地
trait.dead,死亡
trait.deadly_fight,謀殺未遂
trait.deep_wound,深度創傷
trait.doubting,懷疑論者
trait.dummy_bastard,庶民的私生子
trait.lord_bastard,貴族的私生子
trait.encephalitistrait,腦炎
trait.exhalation,飢腸轆轆
trait.fatigue,筋疲力盡
trait.fear_of_punishment,害怕受罰
trait.fight_with_king,和君王互毆
trait.heavy_bleeding,嚴重出血
trait.homeless,無家可歸者
trait.immobilization,動彈不得
trait.injury_arm,手部受傷
trait.injury_face,臉部受傷
trait.injury_leg,腿部受傷
trait.injury_rib,肋骨受傷
trait.inspection_friendly,接獲指令
trait.internal_bleeding,內出血
trait.kid,孩童
trait.leprosy,痲瘋病
trait.loss_of_eye,單眼失明
trait.loss_of_hand,單臂截肢
trait.love,意亂情迷
trait.medium_bleeding,中度出血
trait.mortal_wound,致命傷
trait.murder,謀殺
trait.murder_of_aristocrat,謀殺貴族
trait.nectar_addiction,蜜露成癮
trait.nectar_hangover,蜜露宿醉
trait.night_murder,夜間謀殺
trait.night_murder_attempt,夜間謀殺未遂
trait.oldman,長者
trait.painful_shock,疼痛休克
trait.philosopher,哲學家
trait.poison_attempt,下毒未遂
trait.poison_begin_stage,中毒初期
trait.poison_middle_stage,中毒中期
trait.poison_last_stage,中毒末期
trait.pregnant,懷孕初期
trait.pregnant_medium,懷孕中期
trait.pregnant_heavy,懷孕晚期
trait.religious_fanatic,狂熱信徒
trait.robbery,搶劫
trait.robbery_attempt,搶劫未遂
trait.sin_abuse,受辱
trait.sin_caption,{trait_name}
trait.sin_criminal,罪犯
trait.sin_cuthroat,刺客
trait.sin_fight,鬥毆
trait.sin_forbidden_sex,悖德的性愛
trait.sin_seduce,勾引
trait.sin_bribe,賄賂
trait.sin_divorce,離婚
trait.sin_unfair_attack,無端攻擊
trait.sin_dark_action,不法勾當
trait.slave,囚犯
trait.slave_roped,受縛
trait.roped_by_thugs,被刺客五花大綁
trait.slowness,腦震盪
trait.starvation,挨餓
trait.stunning,昏迷
trait.terror,受恐怖打壓
trait.unconscious,失去意識
trait.weak_bleeding,輕度流血
trait.scars,留疤
trait.person,個性
trait.scars_ugly,破相
trait.tantrum,精神崩潰
trait.throne_desire,渴望王位
trait.inflamed_wound,傷口感染
trait.sin_begin_terror,使用恐怖手段
trait.sin_murder,卑劣謀殺
trait.sin_forbidden_child,禁忌之子
trait.sin_evil_joke,惡俗笑話
trait.captive,囚犯
trait.early_bald,少年禿
trait.bald,禿頭
trait.savant,學者
trait.nervous,精神緊繃
trait.stupidity,學習障礙
trait.hard_childbirth,難產
trait.low_fertility,難以受孕
trait.high_fertility,易於受孕
trait.gay,同性戀
trait.bald,禿頭
trait.calm,冷靜
trait.addiction_resist,抵抗成癮
trait.empath,同理心
trait.strong_will,意志堅定
trait.brave,莽撞
trait.monogam,專一
trait.suggestible,耳根軟
trait.addiction_low_resist,容易成癮
trait.home_tyran,家暴者
trait.lustful,好色
trait.envious,嫉妒心重
trait.cynic,厭世
trait.gambler,賭博成癮
trait.ascet,清心寡慾
trait.contemptuous,傲慢無禮
trait.coward,懦夫
trait.gluttony,暴飲暴食
trait.drug_hater,厭惡毒品
trait.misandrist,厭男者
trait.misagonist,厭女者
trait.blissful,備受寵愛
trait.early_gray,少年白髮
trait.sarcastic,諷刺
trait.religious,虔信
trait.pacifist,和平主義者
trait.anxious,焦慮
trait.fearless,無懼無畏
trait.protector,城鎮捍衛者
trait.poisoner,投毒者
trait.cutter,鍘首者
trait.charisma,有魅力
trait.precise_language,言語精煉
trait.diplomat,圓滑外交
trait.forecaster,預測者
trait.insightful,洞若觀火
trait.combat_teacher,戰鬥教練
trait.greedy,貪婪
trait.sublimation,高尚化
trait.disinhereted,前任王儲
trait.saint,聖人
trait.determination,考驗決心
trait.depression,憂鬱症
trait.gray_head,白頭髮
trait.swede_typh_st_1,洋蕪菁熱：初期
trait.swede_typh_st_2,洋蕪菁熱：危險期
trait.swede_typh_st_3,洋蕪菁熱：康復期
trait.madness,神智不清
trait.light_cut,輕微劃傷
trait.pierced_arm,手部穿刺傷
trait.pierced_shoulder,肩膀穿刺傷
trait.pierced_leg,腿部穿刺傷
trait.pierced_lung,肺部穿刺傷
trait.nectar_rage,蜜露癲狂
trait.suspect,罪犯
trait.criminal_intimidated,受威嚇
trait.matriarch,國母
trait.lord_lowborn,出身低賤
trait.loyalist,忠誠派
trait.inspired,大受鼓舞
trait.hemophilia,血友病
trait.ex_bandit,曾為劫匪
trait.under_culture_terror,文化恐怖打壓
trait.genius_king,雄才英主
trait.dying_from_old,死期將至
trait.great_teacher,啟迪者
trait.senility,衰老
trait.cholera_st_1,天花：初期
trait.cholera_st_2,天花：危險期
trait.cholera_st_3,天花：康復期
trait.typh_immunity,免疫力
trait.untitled_lord,小貴族
hello.neutral.1,{name}陛下鈞鑒：
hello.neutral.2,{faction_name}國君鈞鑒：
hello.neutral.3,敬啟者：
hello.neutral.4,{name}陛下尊鑒：
hello.neutral.5,致吾芳鄰：
hello.neutral.6,敬吾芳鄰：
hello.neutral.7,{faction_name}國君鈞座：
hello.neutral.8,您好！
hello.good.1,{name}閣下：
hello.good.2,{name}吾友台鑒：
hello.good.3,{name}吾友大鑒：
hello.good.4,{name}吾友：
hello.good.5,{name}閣下台安：
hello.vassal.1,{name}吾臣卿：
hello.vassal.2,致吾封臣：
hello.vassal.3,致吾附庸：
hello.suzeren.1,敬吾英主：
hello.suzeren.2,敬吾宗主：
hello.suzeren.3,敬吾領主：
hello.bad.1,致狗娘養的雜種：
hello.bad.2,致無恥的殺人兇手：
hello.bad.3,致陰險小人：
hello.bad.4,致吾寇讎：
hello.bad.5,致宵小匪類之徒：
hello.bad.6,致{faction_name}鼠窩之首：
letter.sign.1,手此 封緘
letter.sign.2,承主教鑒緘
letter.sign.3,祝禱安康
letter.sign.4,手此 封緘
letter.sign.5,手此 封緘
letter.sign.6,手此 封緘
letter.king_name,{name}君王
letter.lord_name,{name}勳爵
letter.from_lord.gone.1,"~
 我曾宣示效忠，竭誠戍衛我邦王城，卻長期蒙受輕慢。是可忍，孰不可忍。再會了，我將帶著這片忠心投效他邦！"
letter.from_lord.gone.2,"~
 見陛下如此輕視我忠實的輔佐，殊為遺憾。我將即日離邦，並且指天發誓再也不會回來！永別了！"
letter.now_enemy.0,"~
 特此撰信告知，我將不再坐視您的無禮進犯。既然您決意開戰，我亦須奉陪。就讓聖母索菲亞決定我倆鹿死誰手。"
letter.now_enemy.1,"~
 如你這等賊寇凶險之徒，該當誅滅。從此刻起，縱使你跪地乞憐，我也絕不寬貸。我將劍指汝之咽喉，未摘首級誓不罷休。"
letter.now_enemy.2,"~
 我在此起誓，我必竭力將你抄家滅門，讓你們連世人心中的記憶都不復存在。聖母索菲亞必將助我一臂之力，而你將注定死於非命，屍骨無存。"
letter.now_enemy.3,"~
 你的末日臨頭了。"
letter.now_enemy.4,"~
 總得有人阻止你繼續為非作歹。既然聖母索菲亞有意將此重任交付予我，我又豈能違抗祂的旨意？"
letter.now_enemy.5,"~
 待你潰不成軍之時，天下將更加純淨。世人將額手稱慶，對我感激涕零。我彷彿已聽見那清脆鐘聲，正為你的終結而鳴。你呢？"
letter.dead_sister.1,"~
 頃聞家姊{soul_uuid_target}死訊，悲痛欲絕。想來，我將永遠無法得知她何以辭世，是不是？我保證，未來無論你行再多善舉，都無法挽回我們陪葬的邦誼！"
letter.dead_sister.2,"~
 今聞家姊{soul_uuid_target}死訊，敢問諸君何以背棄守護諾言，對她見死不救？莫非她的死你也有份？我在此發誓一定會追查到底，絕不善罷甘休！"
letter.dead_daughter.1,"~
 你竟任憑小女{soul_uuid_target}香消玉殞，見死不救！你分明起誓過會保護她！我懷疑她的死是遭人背叛。這種天理不容的事，我豈能饒恕！"
letter.dead_daughter.2,"~
 你曾起誓一生守護小女{soul_uuid_target}，如今卻是天人永隔。我心知你不可能承認她的真實死因，不過我會日夜祈禱同樣的不幸降臨於你。"
letter.hi_daughter.1,"~
 在此敦請您代為問候小女{soul_uuid_target}，告訴她我們有多麼思念她，多麼深愛她。聖母索菲亞在上，願我們能早日與她相聚！"
letter.hi_sister.1,"~
 時光荏苒，想起{soul_uuid_target}嫁至貴邦，彷彿還是昨日。敦請閣下代為轉告家姊，我們殷切期盼著下一次與她相聚。"
letter.break_alliance_1,"~
 在此嚴正勸告您，早日與{soul_uuid_target}劃清界線，斷絕盟約。敝國已與其決裂，此事想必閣下也知悉，鄙人卻不願殃及貴國。很遺憾，不過這次閣下將不得不選邊站了。"
letter.break_alliance_1,"~
 在此嚴正勸告您，早日與{soul_uuid_target}劃清界線，斷絕盟約。敝國已與其決裂，此事想必閣下也知悉，鄙人卻不願殃及貴國。很遺憾，不過這次閣下將不得不選邊站了。"
letter.bandits_1,"~
 特此通知您，貴省境內的劫匪近日頻頻騷擾鄙人的村鎮、恐嚇黎民百姓。敝省正腹背受敵，無暇亦無心剿匪，在此懇求閣下盡速處理此事。"
letter.bandits_2,"~
 特此通知您，敝省百姓連日來頻遭貴省的劫匪騷擾，苦不堪言。那群匪類燒殺擄掠，連婦孺都不肯放過。在此敦請您早自處理此事，若閣下選擇坐視不理，便是自毀名譽！"
letter.conflict_1,"~
 鄙人並不樂意示弱，若非事態嚴峻，我極少向外求援。但是這一次，我們的鄰邦已是勢同水火，戰爭一觸即發。鄙人在此懇求閣下派軍馳援。我發誓，這份恩情我將銘記在心，沒齒不忘。"
