Key,Polska
prophecy.matriarch.soon_prophecy_1,"Matrona przewiduje, że za ok. {d1}-{d2} dni w twojej prowincji wydarzy się katastrofa <b>{prophecy}</b>"
prophecy.matriarch.soon_prophecy_2,"Matrona przewiduje, że za {d2} dni w twojej prowincji wydarzy się katastrofa <b>{prophecy}</b>"
prophecy.matriarch.letter_caption,Proroctwo
prophecy.matriarch.letter_text,"Kościelni prorocy przewidują, że za ok. {d1}-{d2} dni w twojej krainie wydarzy się następująca katastrofa:"
display_event.prophecy_soon_unknown,Plotki o nadchodzącej katastrofie
opinion_mind.interest_to,Zainteresowanie osobą {name_2}:
opinion_mind.interest_of_me,Zainteresowanie osoby {name_2} mną:
opinion_mind.interest_sex_ready,<center>{name_1} <green>może</green> pójść na schadzkę z {name_2} (zainteresowanie {interest_sign} <green>{interest_threshold}</green>)</center>
opinion_mind.interest_sex_not_ready,<center>{name_1} <red>nie może</red> pójść na schadzkę z {name_2} (zainteresowanie {interest_sign} <red>{interest_threshold}</red>)</center>
display_event.market_depth_increased,Zwiększył się rozmiar rynku wszystkich dóbr
building.menu.escape_prevented,Udaremnione ucieczki
mutator.no_prophecy,Brak proroctw
display_notification.auto_trade,Wysyłanie posłańców z umowami handlowymi
knowledge.blocked_reason.production_building_count,Wzniesione budynki produkcyjne: {count}
display_tooltip.pause,PAUZA
menu.knowledge.culture_knowledge,Wiedza o kulturze {culture_name}.
statistics_menu.province.market_depth.header,Rynek zewnętrzny
statistics_menu.province.market_depth.additional_depth,Dodatkowy <hint=hint_market_volume_bonus>rozmiar rynku</hint>: {percent}%
display_event.old_age_begin,{name} starzeje się
display_event.contraband_begin,Wykryto spekulację
statistics_menu.contraband_label,Spekulacja
decor.dark_altar,Kamień katowski
decor.dark_cage,Klatka
decor.dark_garbage,Zakrwawiona szmata
decor.dark_stake_with_head,Skazaniec
decor.dark_statue_sculls,Przestroga
decor.dark_statue_skeleton,Martwy bóg
decor.dark_statue_wolf,Totem
decor.dark_tree,Martwe drzewo
decor.dark_tree_2,Obdarte drzewo
decor.dark_tree_3,Pień
decor.sub.dark,Groźba
options_menu.audio.master_volume,GŁOŚNOŚĆ OGÓLNA
options_menu.audio.video_volume,GŁOŚNOŚĆ FILMÓW
decor.sub.dark_2,Kości
actor.part_of_nature.trader,Handlarz
display_event.forest_bandits_will_attack_soon,Plotki: leśni bandyci planują atak
menu.trade.vassal_tax_from_player,"Populacja: {pop} os.

<b>Łączny podatek dziennie:</b> <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_line,"{faction_uuid}: populacja {pop} os., podatek <hint=hint_resource_gold>{sum}</hint>
"
menu.trade.vassal_tax_to_player_result,<b>Łączny podatek dziennie:</b> <hint=hint_resource_gold>{sum}</hint>
actor.action_task.garant_wakeup,Ta postać się na pewno obudzi dzięki posiadaniu cechy <hint=hint_anxious>niespokojny</hint>.
actor.hint.injury.courage_threshold,<hint=hint_moral_level>Próg odwagi:</hint> {number}
video.sub1,Minęło niemal dwieście lat
video.sub2,od niszczycielskiej wojny religijnej.
video.sub3,"Imperium upadło,"
video.sub4,a jego prowincje zmieniły się w barbarzyńskie królestwa.
video.sub5,"Kościół tchnął w wiernych nadzieję,"
video.sub6,a na ruinach dawnej cywilizacji nastał pokój i dobrobyt.
video.sub7,Z czasem wpływ Kościoła rósł.
video.sub8,Lecz historia zatacza koło i władza nigdy nie zostaje długo w jednych rękach.
video.sub9,Pomiędzy królestwami zaczęły wybuchać wojny.
video.sub10,Głód i ubóstwo zmusiły ludzi do porzucenia domów
video.sub11,i szukania schronienia w sąsiednich osadach.
video.sub12,Czy twoja dynastia zjednoczy królestwa
video.sub13,i powstrzyma nadejście mrocznych wieków?
video.sub14,Od tego momentu to ty piszesz historię.
game.end.body,"W twojej osadzie brakuje dorosłego lorda, który mógłby wydawać rozsądne polecenia.

Wszyscy niepełnoletni lordowie zostaną adoptowani przez Kościół i wcieleni w jego struktury.

To oznacza, że historia twojego rodu szlacheckiego dobiegła końca."
game.end.caption,Przegrana!
building.menu.paper_in_stock,"Dostępny papier: 
{current} / {need}"
notification.insight.text,"Ta osoba nagle zdała sobie sprawę, że posiada następującą wiedzę:

<b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>Nieuzasadniona kara wolnego lorda została potępiona przez sąsiadów.</red>
display_event.heir_can_soon_rise,Spadkobierca {name} wkrótce może się zbuntować!
display_event.slaves_can_soon_rise,Jeńcy mogą się wkrótce zbuntować!
display_event.loyalists_can_soon_rage,Lojaliści mogą zacząć masakrę!
display_event.soldiers_deserting,Twoi wojownicy uciekają z miasta!
display_event.fanatics_can_soon_rise,Fanatycy mogą wkrótce zacząć bunt!
display_event.bishop_can_soon_rise,Biskup może sprowokować bunt fanatyków!
mind.remain_time,Wygasa za {remain_time}
unsupported_saves.header,Wykryto nieobsługiwane pliki zapisu
unsupported_saves.body,"Gra <b>Norland</b> jest nieustannie rozwijana i ulepszana. Niestety nie jesteśmy w stanie zagwarantować zgodności ze starszymi plikami zapisu, szczególnie że gra wciąż znajduje się w fazie wczesnego dostępu.

Wszystkie nieobsługiwane pliki zapisu zostały przeniesione do folderu „unsupported_saves”.

Przepraszamy za wszelkie niedogodności."
menu.construction.category.roads,Drogi
tooltip.construction.place_roads,Umieść drogę.
tooltip.construction.remove_roads,Usuń drogę.
tooltip.construction.hold_shift.start,Przytrzymaj
tooltip.construction.hold_shift.end,", aby zbudować prostą linię."
mutator.longlive,Długowieczność
ambition.recommend_for_start,(Zalecane)
notification.lord_escaped,{name} opuszcza prowincję
notification.messenger_escaped,Posłaniec opuścił prowincję
notification.messenger_return,Posłaniec wrócił do prowincji
actor.status.back_to_home_town,Wraca do domu
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Atakuje: {target_name}
army.status.reinforcement_in_process,Posiłki dla {target_name}
mind.remain_time_exhaustion,Śmierć głodowa za {remain_time_hours} h
mind.remain_time_starvation,Fizyczne wyczerpanie z głodu za {remain_time_hours} h
display_event.soul_missing,{name}: brak
ceremony.emperor_coronation,Koronacja imperatora
statistics.peoples.line.mood,Nastrój
statistics.peoples.line.capital,Stolica
statistics.peoples.line.sick,Chorzy
statistics.peoples.line.hungry,Głodni
statistics.peoples.line.strongly_tired,Wyczerpani
statistics.peoples.line.homeless,Bezdomni
statistics.peoples.line.fanatics,Fanatycy
statistics.peoples.line.nectar_addicted,Uzależnieni (nektar)
statistics.peoples.line.loyalists,Lojaliści
statistics.peoples.category.happiness,ZADOWOLENIE
statistics.peoples.category.groups,GRUPY
statistics.peoples.category.cultures,KULTURY
trade.soldiers_tax.caption,Podatek od wojowników
trade.vassal_tax.to_player,Danina od wasali
trade.vassal_tax.from_player,Danina dla seniora
actor.action_task.emperor_coronation,Ogłoś się imperatorem
statistics.tab.resources,Surowce
statistics.tab.peoples,Ludność
display_event.emperor_inquizition_soon,Inkwizycja jest już w drodze
statistics.resources.category.currency,WALUTA
statistics.resources.category.food_and_drinks,JEDZENIE I PICIE
statistics.resources.category.extracted,UZYSKANE ZASOBY
statistics.resources.category.manufactured,WYTWORZONE ZASOBY
statistics.resources.category.weapon_and_armor,BROŃ I PANCERZ
statistics.resources.special_hint.consumed,Spożyte przez lordów i jeńców
menu.ending.titile.emperor.fail,Porażka!
menu.ending.text.emperor.fail,"Inkwizycja okazała się dla ciebie zbyt potężna.

Twoja prowincja została spalona, a państwo się rozpadło. Wszyscy królowie dostali nauczkę i przez długi czas nie ośmielą się rzucić wyzwania Kościołowi.

Aby dopilnować, żeby w przyszłości nikt nie sprzeciwiał się Kochającemu Rodowi, Inkwizycja pali też wszystkie księgi i pod groźbą kary śmierci zakazuje czytelnictwa.

Norland osuwa się w otchłań mrocznych wieków…"
menu.ending.titile.emperor.win,Zwycięstwo!
menu.ending.text.emperor.win,"Udało ci się zbudować nowe imperium i pozbawić Kościół władzy absolutnej. Przez następne stulecia kronikarze będą notować imiona królów z twojej dynastii.

Zagrożenie mrocznymi wiekami minęło, a teraz nastaje nowy świt."
menu.ending.ok,Zakończ grę
ambition.engame.emperor,"Ogłoś się nowym imperatorem i rzuć wyzwanie Kochającemu Rodowi, aby zakończyć grę.

(Działanie odblokowane w menu władcy)"
display_event.press_right_click_to_close,"$ Naciśnij <b>PPM</b>, aby zamknąć tę wiadomość."
encyclopedia.press_right_click_to_unpin,"$ Naciśnij <b>PPM</b>, aby odblokować artykuł"
display_event.soldier_tax_increased,Zwiększono podatek od armii
menu.choose_province.extends_borders.header,Tworzenie państw
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
Możesz rozpocząć grę jako niezależna prowincja lub natychmiast stworzyć swoje państwo dzielnicowe, anektując sąsiadów.

Aby to zrobić, kliknij <b>przyciski na granicach</b>.

Dla innych króli możesz stworzyć podobne państwa, wybierając prowincje i rozszerzając ich granice."
actor.action.inspector.executor,WYBIERZ KIEROWNIKA
display_event.terror_no_more_criminal_and_jobless,Terror wymyka się spod kontroli!
actor.age.child,Małe dziecko
actor.part_of_nature.king,Władca
actor.class.heavy_archers,Kusznik poz. 13-17 w ciężkim pancerzu
mutator.iron_excess,Nadmiar żelaza
mutator.old_grudge,Stare urazy
display_event.players_vassal_left,Twój wasal {faction_name} nie jest już częścią królestwa
display_event.players_ally_left,Twój wasal {faction_name} nie jest już częścią sojuszu
main_menu.new_game.province.header.start,Rozpocznij grę
statistics_menu.province.no_iron_mines,Brak złóż żelaza.
statistics.resources.category.currency.army_tax,Podatek od armii
statistics.resources.category.currency.tribute_from_your_vassals,Danina od wasali
statistics.resources.category.currency.your_vassal_tribute,Twoja danina dla seniora
actor.loyalty.no_changes,Lojalność nie uległa zmianie podczas ostatnich 24 godzin
encyclopedia.press_right_click_to_pin,"$ Naciśnij <b>PPM</b>, aby zablokować albo odblokować."
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,"$ Naciśnij <b>LPM</b>, aby oznaczyć jako przeczytane lub nieprzeczytane."
building.menu.ordered,ROZKAZ
building.menu.bonus,PREMIA
building.menu.no_orders,Brak rozkazów
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Pozostało: {produced_count}
building.menu.status.raw_waiting,Oczekiwanie na surowce ze składu
main_menu.wiki,Wiki
menu.actor.free_lord,Wolny lord
actor.stata.knight,Rycerz
main_menu.external_links,Odnośniki zewnętrzne:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Raport o błędzie
tutorial.enemy.attack,Atak
video.endgame.sub1,Szkarłatny Tron należy do ciebie.
video.endgame.sub2,"Kościół utracił swe polityczne wpływy i teraz to ty decydujesz, kto piastuje stanowisko Matrony."
video.endgame.sub3,"Epoka brutalnych wojen dobiegła końca, a konflikty są rozstrzygane na imperatorskim dworze."
video.endgame.sub4,"W lasach przestali grasować bandyci, bibliotek nie trawi już ogień, a handel kwitnie."
video.endgame.sub5,Prowincje zakopały topór wojenny i rozwijają się w pokoju.
video.endgame.sub6,"Należy jednak pamiętać, że żadne imperium nie trwa wiecznie, o czym zaświadczają pradawne kroniki."
video.endgame.sub7,"Tylko głupcy twierdzą, że wiedzą, co planują bogowie."
autosave_modes.two_in_one,2 razy dziennie
autosave_modes.one_in_one,1 raz dziennie
autosave_modes.one_in_two,Co 2 dni
video.endgame.sub8,"„Potęga króla przyćmiewa ludzką, a jego ramię sięga daleko” — Herodot, Dzieje"
actor.action_task.force_eat,Jedz
options_menu.game.autosave_modes,AUTOZAPIS
display_event.lord_want_to_kill_someone,{lord_name} planuje morderstwo.
work.caravanner,Członek karawany
global_map.object.army.garrison,Armia
global_map.object.army.on_global_map,Na mapie globalnej
global_map.object.army.nobody,NIKT
menu.tools.hint.menu,Pauza
main_menu.new_game.province.neighbours.ally,Sojusznik
main_menu.new_game.province.neighbours.vassal,Wasal
main_menu.new_game.province.neighbours.suzrain,Senior
main_menu.new_game.province.neighbours.alliance_leader,Przywódca sojuszu
main_menu.new_game.province.neighbours.independent,Niezależny
main_menu.new_game.province.neighbours.pacifism.ambitious,Ambitny
main_menu.new_game.province.neighbours.pacifism.random,Losowe
main_menu.new_game.province.neighbours.town_sell,Miasto sprzedaje
main_menu.new_game.province.neighbours.town_buy,Miasto kupuje
main_menu.new_game.province.neighbours.sell.random,Losowe
main_menu.new_game.province.player.village.1,Pierwsza wioska
main_menu.new_game.province.player.village.2,Druga wioska
main_menu.new_game.province.player.village.random,Losowe
mutator.lazy_workers,
building.status.inspection_inactive,
advisor.wood,Zbyt mało drewna.
advisor.alcohol,Małe spożycie alkoholu.
advisor.nectar,Kończy się nektar.
advisor.housing,Zbyt mało mieszkań.
advisor.tasks,Lord jest zbyt zajęty.
advisor.patrols,Zbyt wielu włóczęgów w mieście.
advisor.scafod,Przestępcy są bezkarni.
advisor.low_money,Skarbiec jest niemal pusty.
advisor.matriarch,Kościół jest niezadowolony.
advisor.prestige,Niski prestiż.
advisor.teach_children,Dzieci nie są edukowane.
advisor.marry,Nastała pora na małżeństwo lorda.
advisor.chancellery,Potrzebujemy kancelarii.
advisor.loyality,Lojalność lorda spada.
advisor.slaves_unhappy,Jeńcy są nieszczęśliwi.
advisor.peasants_unhappy,Migracja zatrzymana
advisor.culture_unhappy,Przedstawiciele niektórych kultur są nieszczęśliwi.
advisor.warriros_unhappy,Wojownicy są nieszczęśliwi.
advisor.depression,Lord popadł w depresję.
advisor.feud,Trwa rywalizacja między lordami.
advisor.train_sodiers,Wojownicy nie są szkoleni.
advisor.knowledge,Księgi nie są badane.
advisor.produce_goods,Stagnacja w produkcji.
advisor.homeless,Lord nie ma mieszkania.
advisor.efffective,Budynek może działać wydajniej.
advisor.bandit_camp,Obóz bandytów się rozrasta.
advisor.dont_like,Mamy groźnego sąsiada.
advisor.intrigues,Wróg knuje.
advisor.desire,Lorda pochłania pragnienie.
advisor.one_title,Pozostał tyko jeden tytuł.
advisor.enemy,Wróg czeka na odpowiedni moment.
advisor.slaves_hungry,Jeńcy głodują.
advisor.peasants_hungry,Chłopi głodują.
advisor.not_enought_tavernas,Potrzebujemy karczm.
advisor.no_temples,Potrzebujemy świątyń.
advisor.no_barracks,Potrzebujemy koszar.
advisor.rutabaga_poison,Epidemia brukwiowego tyfusu.
advisor.inflamed_wound_lords,Zakażenie rany.
advisor.inflamed_wound_warriors,Żołnierze mają zakażone rany.
advisor.free_lord_expire_soon,Umowa wygasła.
advisor.no_problems,Brak problemów.
advisor.no_tavernas,Karczmy nie działają.
advisor.no_altar,Ludzie nie mają miejsca modłów.
advisor.no_allcohol_production,Brak produkcji alkoholu.
advisor.no_food_production,Brak produkcji żywności.
advisor.upgrade_woorcutter,Nasze tartaki potrzebują ulepszeń.
advisor.small_army,Mamy bardzo słabą armię.
advisor.low_fertility,Zagraża nam spadek żyzności gleby.
advisor.low_iron,Złoża żelaza wkrótce się wyczerpią.
advisor.slaves_run,Jeńcy są kiepsko pilnowani.
advisor.no_work,Zbyt wielu bezrobotnych.
advisor.contraband,W mieście odbywa się handel spekulacyjny.
advisor.fanatics_rebellion,Fanatycy są blisko buntu.
advisor.bishop_rebellion,Biskup planuje bunt.
advisor.onboard_1,Zbuduj tartak.
advisor.onboard_2,Zbierz plony żyta.
advisor.onboard_3,Zacznij wytwarzać mąkę.
advisor.onboard_4,Zbierz plony chmielu.
advisor.onboard_5,Zacznij wytwarzać piwo.
advisor.onboard_6,Zbuduj kopalnię.
advisor.onboard_7,Zawrzyj umowę handlową.
advisor.onboard_8,Osiągnij populację 40 osób.
advisor.onboard_9,Stwórz państwo.
advisor.clerks,Nie przydzielono urzędników.
advisor.no_paper,W kancelarii brakuje papieru.
advisor.wolves,Żerwilki atakują robotników.
advisor.onboard_4_1,Zatrudnij wolnego lorda.
advisor.onboard_6_1,Zacznij wytwarzać narzędzia.
advisor.emperor_coronation,Zostań imperatorem.
advisor.desire_to_kill,Lord planuje morderstwo.
