Key,PortugueseBrazilian
knowledge.category.textbooks,Livros didáticos
knowledge.category.cultural_knowledge,Conhecimento cultural
display_event.character_loss_skill,{name}: a habilidade de {skill_name} caiu para o nível {level} devido ao envelhecimento
menu.tools.hint.trade_agreements,Comerciar
display_event.trade_agreements_result,Relatório de comércio exterior
menu.trade.market_saturation.header,Saturação do mercado
menu.trade.market_saturation.saturation,<hint=hint_trade_dynamic_prices>Saturação do Mercado</hint> com o produto:
menu.trade.market_saturation.price,O impacto da saturação no preço:
menu.trade.market_saturation.relaxaction,Consumo diário:
menu.trade.market_saturation.warning,"<red>A oferta superou a <hint=hint_market_volume>Demanda Local</hint>, o que provocou a saturação do mercado e uma redução de preço!</red>"
display_event.new_prophecy,Matriarca: Nova profecia
display_event.prophecy_started,A profecia se cumpriu! {prophecy}
prophecy.wolf_attack,Invasão de lobos-sangrentos
prophecy.bandits_capm,Exército de desertores
prophecy.fields_sick_one,Infecção de plantações
prophecy.cholera_epidemy,Epidemia de varíola
prophecy.xenophoby,Surto de xenofobia
prophecy.crocks_wave,Invasão de vadios
prophecy.fanatics_wave,Fanáticos amarelos
prophecy.fields_sick_all,Dias de fome
prophecy.tree_bug,Besouros
prophecy.rats_invasion,Invasão de ratos
display_event.prophecy_soon,A profecia se cumprirá em breve: {prophecy}
display_event.prophecy_complete,O desastre acabou: {prophecy}
prophecy.matriarch.soon_prophecy_1,"A Matriarca prevê que em {d1}-{d2} dias, sua província será atingida por um desastre <b>{prophecy}</b>"
prophecy.matriarch.soon_prophecy_2,"A Matriarca prevê que em {d2} dias, sua província será atingida por um desastre <b>{prophecy}</b>"
prophecy.matriarch.letter_caption,Profecia
prophecy.matriarch.letter_text,"Em {d1}-{d2} dias, os videntes da Igreja esperam o seguinte desastre em suas terras:"
display_event.prophecy_soon_unknown,Rumores de um desastre iminente
opinion_mind.interest_to,Interesse em {name_2}:
opinion_mind.interest_of_me,Interesse de {name_2} em mim:
opinion_mind.interest_sex_ready,<center>Está <green>tudo pronto</green> para {name_1} ir a um encontro com {name_2} (Interesse {interest_sign} <green>{interest_threshold}</green>)</center>
opinion_mind.interest_sex_not_ready,<center>Ainda <red>falta</red> para {name_1} ir a um encontro com {name_2} (Interesse {interest_sign} <red>{interest_threshold}</red>)</center>
display_event.market_depth_increased,O volume de mercado para todos os produtos aumentou
building.menu.escape_prevented,Fugas prevenidas
mutator.no_prophecy,Sem profecias
display_notification.auto_trade,Enviando mensageiros para acordos comerciais
knowledge.blocked_reason.production_building_count,{count} edifícios de produção construídos
display_tooltip.pause,PAUSA
menu.knowledge.culture_knowledge,Conhecimento da cultura {culture_name}.
statistics_menu.province.market_depth.header,Mercado externo
statistics_menu.province.market_depth.additional_depth,<hint=hint_market_volume_bonus>Volume de Mercado</hint> adicional: {percent}%
display_event.old_age_begin,{name}: envelheceu
display_event.contraband_begin,Especulação detectada
statistics_menu.contraband_label,Especulação
decor.dark_altar,Forca
decor.dark_cage,Gaiola
decor.dark_garbage,Trapo ensanguentado
decor.dark_stake_with_head,Punido
decor.dark_statue_sculls,Advertência
decor.dark_statue_skeleton,Deus morto
decor.dark_statue_wolf,Totem
decor.dark_tree,Árvore morta
decor.dark_tree_2,Árvore despojada
decor.dark_tree_3,Toco
decor.sub.dark,Intimidação
options_menu.audio.master_volume,VOLUME PRINCIPAL
options_menu.audio.video_volume,VOLUME DO VÍDEO
decor.sub.dark_2,Ossos
actor.part_of_nature.trader,Comerciante
display_event.forest_bandits_will_attack_soon,Rumores: bandidos da floresta planejam um ataque
menu.trade.vassal_tax_from_player,"População: {pop} pessoas
 
 <b>Valor total do imposto por dia:</b> <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_line,"{faction_uuid}: população {pop} pessoas, imposto <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_result,<b>Valor total do imposto por dia:</b> <hint=hint_resource_gold>{sum}</hint>
actor.action_task.garant_wakeup,O personagem com certeza acordará graças à característica <hint=hint_anxious>Ansiedade</hint>.
actor.hint.injury.courage_threshold,<hint=hint_moral_level>Limite de Coragem:</hint> {number}
video.sub1,Quase duzentos anos se passaram
video.sub2,desde o fim da devastadora guerra religiosa.
video.sub3,"O Império caiu,"
video.sub4,e suas antigas províncias eventualmente se tornaram reinos bárbaros.
video.sub5,"A Igreja conseguiu reviver a esperança,"
video.sub6,e paz e prosperidade reinaram sobre as ruínas da antiga civilização.
video.sub7,"Com o tempo, a influência da igreja só cresceu."
video.sub8,Mas a história é cíclica e o poder não pode permanecer em uma única mão por muito tempo.
video.sub9,Guerras entre reinos irrompem uma após a outra.
video.sub10,Fome e pobreza forçam as pessoas a abandonar suas casas
video.sub11,e a buscar refúgio em assentamentos vizinhos.
video.sub12,Será que sua dinastia pode unir os reinos
video.sub13,e deter o avanço de uma era de trevas?
video.sub14,"A partir deste momento, a história é escrita por você."
game.end.body,"Em sua cidade, não restam nobres adultos capazes de dar instruções sensatas.
 
 Todos os nobres menores de idade serão adotados pela Igreja e se fundirão às fileiras dela.
 
 Com isso, a história de sua nobre família está encerrada."
game.end.caption,Você perdeu!
building.menu.paper_in_stock,"Papeis em estoque: 
 {current} / {need}"
notification.insight.text,"O personagem de repente percebeu que possui o seguinte conhecimento:
 
 <b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>O castigo injusto de um nobre livre resultará em condenação pelos vizinhos</red>
display_event.heir_can_soon_rise,"{name}, a pessoa herdeira ao trono, poderá surgir em breve!"
display_event.slaves_can_soon_rise,Os prisioneiros poderão começar uma rebelião em breve!
display_event.loyalists_can_soon_rage,Os lealistas poderão iniciar um massacre!
display_event.soldiers_deserting,Seus guerreiros estão desertando a cidade!
display_event.fanatics_can_soon_rise,Fanáticos poderão começar uma revolta em breve!
display_event.bishop_can_soon_rise,O bispo poderá começar uma insurreição de fanáticos em breve!
mind.remain_time,Expira em {remain_time}.
unsupported_saves.header,Arquivos de salvamento não suportados detectados
unsupported_saves.body,"<b>Norland</b> está em constante processo de desenvolvimento e melhoria. Infelizmente, nem sempre conseguimos manter compatibilidade com arquivos de salvamento mais antigos, especialmente enquanto o jogo ainda não for lançado no acesso antecipado.
 
 Todos os arquivos de salvamento não suportados foram movidos para a pasta ""unsupported_saves"".
 
 Pedimos desculpas por qualquer inconveniente."
menu.construction.category.roads,Estradas
tooltip.construction.place_roads,Coloque a estrada
tooltip.construction.remove_roads,Remova a estrada
tooltip.construction.hold_shift.start,Pressione
tooltip.construction.hold_shift.end,para uma linha reta
mutator.longlive,Longevidade
ambition.recommend_for_start,(Recomendado)
notification.lord_escaped,Província abandonada: {name}
notification.messenger_escaped,O mensageiro deixou a província
notification.messenger_return,O mensageiro retornou à província
actor.status.back_to_home_town,Retornando à sua cidade natal
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Ataca {target_name}
army.status.reinforcement_in_process,Reforços para {target_name}
mind.remain_time_exhaustion,Morte por inanição em {remain_time_hours} horas.
mind.remain_time_starvation,Tempo até exaustão física: {remain_time_hours} h
display_event.soul_missing,Localização desconhecida: {name}
ceremony.emperor_coronation,Coroação do imperador
statistics.peoples.line.mood,Humor
statistics.peoples.line.capital,Capital
statistics.peoples.line.sick,Pessoas doentes
statistics.peoples.line.hungry,Pessoas famintas
statistics.peoples.line.strongly_tired,Muito cansados
statistics.peoples.line.homeless,Desabrigo
statistics.peoples.line.fanatics,Fanáticos
statistics.peoples.line.nectar_addicted,Viciados em néctar
statistics.peoples.line.loyalists,Lealistas
statistics.peoples.category.happiness,FELICIDADE
statistics.peoples.category.groups,GRUPOS
statistics.peoples.category.cultures,CULTURAS
trade.soldiers_tax.caption,Imposto sobre guerreiros
trade.vassal_tax.to_player,Tributo de seus vassalos
trade.vassal_tax.from_player,Tributo a seu suserano
actor.action_task.emperor_coronation,Declare-se imperador
statistics.tab.resources,Recursos
statistics.tab.peoples,Pessoas
display_event.emperor_inquizition_soon,A Inquisição está a caminho
statistics.resources.category.currency,MOEDA
statistics.resources.category.food_and_drinks,COMIDA E BEBIDA
statistics.resources.category.extracted,RECURSOS EXTRAÍDOS
statistics.resources.category.manufactured,RECURSOS PRODUZIDOS
statistics.resources.category.weapon_and_armor,ARMAS E ARMADURAS
statistics.resources.special_hint.consumed,Consumido por nobres e prisioneiros
menu.ending.titile.emperor.fail,Derrota
menu.ending.text.emperor.fail,"Você não conseguiu resistir à Inquisição.
 
 Sua província foi queimada, seu estado dissolvido e todos os rei aprenderam a lição: ninguém ousará desafiar a Igreja por um longo tempo.
 
 Para garantir que ninguém se oponha à Família Amorosa no futuro, a Inquisição também queimou todos os livros e proibiu a leitura sobre ameaça de morte.
 
 A Norlândia mergulha no abismo de uma Idade de Trevas..."
menu.ending.titile.emperor.win,Vitória!
menu.ending.text.emperor.win,"Você teve sucesso em fundar um novo império e removeu o poder absoluto da Igreja. Os nomes dos reis da sua dinastia ficarão gravados nas crônicas da história por séculos.
 
 A ameaça de uma Idade de Trevas passou e uma nova alvorada surge no horizonte."
menu.ending.ok,Encerrar jogo
ambition.engame.emperor,"Declare seu rei como imperador e desafie a Família Amorosa para vencer o jogo.
 
 (Ação desbloqueada no menu do seu monarca)"
display_event.press_right_click_to_close,$ Pressione o <b>BDM</b> para fechar a mensagem
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,Aumento no imposto sobre guerreiros
menu.choose_province.extends_borders.header,Criação de estados
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 Você pode começar o jogo como uma província independente ou criar seu reino vassalo imediatamente com vizinhos anexados.
 
 Para anexar vizinhos, clique nos <b>botões nas fronteiras.</b>
 
 Você também pode criar reinos similares para outros reis ao selecionar as províncias deles e expandir suas respectivas fronteiras."
actor.action.inspector.executor,SELECIONAR ADMINISTRADOR
display_event.terror_no_more_criminal_and_jobless,O terror está saindo de controle!
actor.age.child,Infante
actor.part_of_nature.king,Governante
actor.class.heavy_archers,Besteiro nv. 13-17 de armadura pesada
mutator.iron_excess,Excedente de ferro
mutator.old_grudge,Velhas rixas
display_event.players_vassal_left,{faction_name} já não faz parte do reino como vassalo
display_event.players_ally_left,{faction_name} já não faz parte da aliança como aliado
main_menu.new_game.province.header.start,Iniciar o jogo
statistics_menu.province.no_iron_mines,Não há depósitos de ferro.
statistics.resources.category.currency.army_tax,Imposto sobre guerreiros
statistics.resources.category.currency.tribute_from_your_vassals,Tributo de seus vassalos
statistics.resources.category.currency.your_vassal_tribute,Seu tributo ao suserano
actor.loyalty.no_changes,"Nas últimas 24 h, a lealdade não mudou"
encyclopedia.press_right_click_to_pin,$ Pressione o <b>BDM</b> para bloquear ou desbloquear
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Pressione o <b>BEM</b> para marcar como lido ou não lido
building.menu.ordered,PEDIDO
building.menu.bonus,BÔNUS
building.menu.no_orders,Sem pedidos
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Restante: {produced_count}
building.menu.status.raw_waiting,Aguardando recursos do depósito da província
main_menu.wiki,Wiki
menu.actor.free_lord,Nobre livre
actor.stata.knight,Cavaleiro
main_menu.external_links,Links externos:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Relatório de erros
tutorial.enemy.attack,Ataque
video.endgame.sub1,Agora o Trono Carmesim é seu.
video.endgame.sub2,A Igreja perdeu o poder político e agora você nomeia as Matriarcas.
video.endgame.sub3,"A era de guerras brutais acabou, e os conflitos são resolvidos apenas na corte do imperador."
video.endgame.sub4,"As florestas estão livres de bandidos, as bibliotecas já não são queimadas e o comércio livre prospera."
video.endgame.sub5,As nações esqueceram suas disputas e trabalham de forma pacífica.
video.endgame.sub6,Mas é necessário lembrar-se que os impérios não são eternos e as antigas crônicas nos contam sobre suas quedas.
video.endgame.sub7,Apenas um tolo afirmaria saber o que os deuses reservam para nosso futuro.
autosave_modes.two_in_one,2x por dia
autosave_modes.one_in_one,1x por dia
autosave_modes.one_in_two,1x em 2 dias
video.endgame.sub8,"""A força do rei é além de humana, e seus braços são bastante longos."" - Heródoto, Histórias"
actor.action_task.force_eat,Comer
options_menu.game.autosave_modes,Salvamento automático
display_event.lord_want_to_kill_someone,{lord_name}: Planejando um assassinato
