Key,SimplifiedChinese
menu.ending.text.emperor.win,"你剥夺了教会至高无上的权力，成功建立起一个崭新的帝国。你和后世的列王都将名垂青史，流芳百世。
 
 黑暗时代的阴霾已被驱散，新的黎明即将到来。"
menu.ending.ok,结束游戏
ambition.engame.emperor,"宣布你的君王登基为帝，并挑战神爱之家的权威，成功后便可在游戏中获胜。
 
 （行动已在君王菜单中解锁）"
display_event.press_right_click_to_close,$点击<b>鼠标右键</b>关闭信息
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,军队税额增加
menu.choose_province.extends_borders.header,建立国家
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 你可以作为一个独立省邦开始游戏进程，也可以吞并邻邦，快速建立起自己的附庸王国。
 
 点击<b>省邦边境上的按钮</b>即可开始建国。
 
 你也可以为其他君王选择省邦并扩展其边界，以此来为他们建立起类似的王国。"
actor.action.inspector.executor,选择管理人
display_event.terror_no_more_criminal_and_jobless,恐慌情绪已经开始失控了！
actor.age.child,儿童
actor.part_of_nature.king,统治者
actor.class.heavy_archers,13-17 级重甲弩兵
mutator.iron_excess,铁矿过剩
mutator.old_grudge,旧怨难消
display_event.players_vassal_left,你的附庸{faction_name}已经脱离王国
display_event.players_ally_left,你的盟友{faction_name}已经退出联盟
main_menu.new_game.province.header.start,开始游戏
statistics_menu.province.no_iron_mines,无铁矿储量。
statistics.resources.category.currency.army_tax,战士税
statistics.resources.category.currency.tribute_from_your_vassals,来自附庸的贡金
statistics.resources.category.currency.your_vassal_tribute,你进献给宗主的贡金
actor.loyalty.no_changes,在过去的 24 小时内，忠诚度未发生变化。
encyclopedia.press_right_click_to_pin,$点击<b>鼠标右键</b>置顶或取消置顶
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$点击<b>鼠标左键</b>标记为已读或未读
building.menu.ordered,已订购
building.menu.bonus,奖励
building.menu.no_orders,无订单
building.menu.order_line,{order_type}：<hint={resource_hint}>{resource_count}</hint>。剩余：{produced_count}
building.menu.status.raw_waiting,等待从省邦仓库中调派资源
main_menu.wiki,百科
menu.actor.free_lord,自由领主
actor.stata.knight,骑士
main_menu.external_links,外部链接：
main_menu.external_links.twitter,X（原 Twitter）
main_menu.external_links.report_bug,错误报告
tutorial.enemy.attack,攻击
video.endgame.sub1,你现在是绯红王座的主人了。
video.endgame.sub2,教会已经失去了政治权力，女教皇的人选将由你来决定。
video.endgame.sub3,野蛮攻伐的时代已经过去。从今往后，各邦的纷争必须且只能接受皇家调停。
video.endgame.sub4,森林中再无匪患，图书馆也不必担心遭到焚毁。更可喜的是，自由贸易欣欣向荣，遍地生辉。
video.endgame.sub5,各邦之间也放下争端，迎来了和平。
video.endgame.sub6,然而，王权没有永恒。这一点千万不可忘记。翻看古籍史册，便知沉浮更易。
video.endgame.sub7,只有傻瓜才会大言不惭，说自己知道神明将把人类引向何地。
autosave_modes.two_in_one,每天两次
autosave_modes.one_in_one,每天一次
autosave_modes.one_in_two,每两天一次
video.endgame.sub8,“要知道，国王的威力是超人的，而他的手臂又是极长的。”——希罗多德《历史》
actor.action_task.force_eat,进食
options_menu.game.autosave_modes,自动存档
display_event.lord_want_to_kill_someone,{lord_name}：正在策划谋杀
work.caravanner,商队成员
global_map.object.army.garrison,军队
global_map.object.army.on_global_map,在世界地图上
global_map.object.army.nobody,无
menu.tools.hint.menu,暂停
main_menu.new_game.province.neighbours.ally,盟友
main_menu.new_game.province.neighbours.vassal,附庸
main_menu.new_game.province.neighbours.suzrain,宗主
main_menu.new_game.province.neighbours.alliance_leader,联盟领袖
main_menu.new_game.province.neighbours.independent,独立
main_menu.new_game.province.neighbours.pacifism.ambitious,野心勃勃
main_menu.new_game.province.neighbours.pacifism.random,随机
main_menu.new_game.province.neighbours.town_sell,该城市出售
main_menu.new_game.province.neighbours.town_buy,该城市买入
main_menu.new_game.province.neighbours.sell.random,随机
main_menu.new_game.province.player.village.1,第一个村庄
main_menu.new_game.province.player.village.2,第二个村庄
main_menu.new_game.province.player.village.random,随机
mutator.lazy_workers,懒惰的工人
building.status.inspection_inactive,未激活
advisor.wood,木材不够。
advisor.alcohol,酒精消耗较少
advisor.nectar,蜜酿快用完了。
advisor.housing,住房不够。
advisor.tasks,领主正在忙碌。
advisor.patrols,城市里有太多流民。
advisor.scafod,犯罪无法遏制。
advisor.low_money,金库快空了。
advisor.matriarch,教会表示不满。
advisor.prestige,声望过低。
advisor.teach_children,儿童未能接受教育。
advisor.marry,该让领主结婚了。
advisor.chancellery,我们需要一座官邸。
advisor.loyality,领主忠诚度在下降。
advisor.slaves_unhappy,囚犯感到不满。
advisor.peasants_unhappy,人口迁入已停止
advisor.culture_unhappy,一些文化的成员感到不满。
advisor.warriros_unhappy,战士感到不满。
advisor.depression,一位领主陷入了抑郁。
advisor.feud,领主之间存在竞争。
advisor.train_sodiers,士兵没有接受训练。
advisor.knowledge,尚未研究书籍。
advisor.produce_goods,生产停滞。
advisor.homeless,一位领主没有住房。
advisor.efffective,一栋建筑可以更有效率地运转。
advisor.bandit_camp,一个强盗营地正在壮大。
advisor.dont_like,邻邦对我们有威胁。
advisor.intrigues,一个敌人正在密谋。
advisor.desire,一位领主被欲望蒙蔽了双眼。
advisor.one_title,只剩下一个爵位。
advisor.enemy,一个敌人正在伺机而动。
advisor.slaves_hungry,囚犯正在挨饿。
advisor.peasants_hungry,平民正在挨饿。
advisor.not_enought_tavernas,我们需要酒馆。
advisor.no_temples,我们需要圣堂。
advisor.no_barracks,我们需要兵营。
advisor.rutabaga_poison,芜菁热症疫情
advisor.inflamed_wound_lords,发炎伤口
advisor.inflamed_wound_warriors,士兵伤口发炎。
advisor.free_lord_expire_soon,契约已失效。
advisor.no_problems,目前没有问题。
advisor.no_tavernas,酒馆未运营。
advisor.no_altar,民众无处祈祷。
advisor.no_allcohol_production,无酒精生产。
advisor.no_food_production,无食物生产。
advisor.upgrade_woorcutter,伐木场需要升级。
advisor.small_army,我们的军队很弱。
advisor.low_fertility,我们面临着土壤肥力下降的威胁。
advisor.low_iron,铁的储备即将耗尽。
advisor.slaves_run,囚犯看守并不严密。
advisor.no_work,大量人口失业。
advisor.contraband,这个城市正在进行投机活动。
advisor.fanatics_rebellion,狂热信徒即将发起叛乱。
advisor.bishop_rebellion,主教正在谋划一场叛乱。
advisor.onboard_1,建造一个伐木场。
advisor.onboard_2,收割麦子作物。
advisor.onboard_3,开始制作面粉。
advisor.onboard_4,收割啤酒花作物。
advisor.onboard_5,开始酿造啤酒。
advisor.onboard_6,建造一个矿井。
advisor.onboard_7,筹措一份贸易协议。
advisor.onboard_8,使人口达到 40。
advisor.onboard_9,建立一个国家。
advisor.clerks,未指派文员。
advisor.no_paper,官邸缺纸。
advisor.wolves,饿狼正在攻击工人。
advisor.onboard_4_1,雇佣一名自由领主。
advisor.onboard_6_1,开始制造工具。
advisor.emperor_coronation,成为皇帝。
advisor.desire_to_kill,该领主正在策划一场谋杀。
trait.hint.risk_of_infection,感染风险仍然存在。
trait.infertility,更年期
trait.beauty_beautyful,美丽
trait.beauty_pretty,有吸引力
trait.beauty_ugly,无吸引力
trait.beauty_unpretty,相貌平平
trait.beer_addiction,酒精依赖
trait.beer_hangover,宿醉
trait.blindness,失明
trait.blood_poisoning,坏疽
trait.bruise,淤伤
trait.bruise_light,轻微淤伤
trait.burglary,入室盗窃
trait.burn_heavy,严重烧伤
trait.burn_light,轻微烧伤
trait.burn_middle,中度烧伤
trait.character_attack,攻击领主
trait.cut,割伤
trait.cut_down,斩下的头颅
trait.dead,死亡
trait.deadly_fight,谋杀未遂
trait.deep_wound,深部伤口
trait.doubting,不可知论者
trait.dummy_bastard,平民的私生子
trait.lord_bastard,领主的私生子
trait.encephalitistrait,脑炎
trait.exhalation,筋疲力竭
trait.fatigue,疲惫
trait.fear_of_punishment,对处刑的恐惧
trait.fight_with_king,与君王的斗争
trait.heavy_bleeding,严重出血
trait.homeless,无家可归
trait.immobilization,瘫痪
trait.injury_arm,手部受伤
trait.injury_face,面部受伤
trait.injury_leg,腿部受伤
trait.injury_rib,肋骨受伤
trait.inspection_friendly,收到指令
trait.internal_bleeding,内出血
trait.kid,孩子
trait.leprosy,麻风病
trait.loss_of_eye,失去一只眼睛
trait.loss_of_hand,失去一只手
trait.love,痴迷
trait.medium_bleeding,中度出血
trait.mortal_wound,致命伤口
trait.murder,谋杀
trait.murder_of_aristocrat,谋杀领主
trait.nectar_addiction,蜜酿成瘾
trait.nectar_hangover,蜜酿宿醉
trait.night_murder,夜间谋杀
trait.night_murder_attempt,夜间谋杀未遂
trait.oldman,老年人
trait.painful_shock,疼痛休克
trait.philosopher,哲学家
trait.poison_attempt,投毒未遂
trait.poison_begin_stage,中毒早期
trait.poison_middle_stage,中毒中期
trait.poison_last_stage,中毒晚期
trait.pregnant,怀孕（第一阶段）
trait.pregnant_medium,怀孕（第二阶段）
trait.pregnant_heavy,怀孕（第三阶段）
trait.religious_fanatic,宗教狂热信徒
trait.robbery,抢劫
trait.robbery_attempt,抢劫未遂
trait.sin_abuse,受辱
trait.sin_caption,{trait_name}
trait.sin_criminal,罪犯
trait.sin_cuthroat,刺客
trait.sin_fight,打斗
trait.sin_forbidden_sex,禁忌性行为
trait.sin_seduce,诱惑
trait.sin_bribe,贿赂
trait.sin_divorce,离婚
trait.sin_unfair_attack,偷袭
trait.sin_dark_action,邪恶勾当
trait.slave,囚犯
trait.slave_roped,被束缚
trait.roped_by_thugs,被刺客束缚
trait.slowness,脑震荡
trait.starvation,饥饿
trait.stunning,茫然
trait.terror,恐慌的受害者
trait.unconscious,失去意识
trait.weak_bleeding,轻微出血
trait.scars,有疤痕
trait.person,性格
trait.scars_ugly,毁容
trait.tantrum,精神崩溃
trait.throne_desire,渴望王位
trait.inflamed_wound,感染性伤口
trait.sin_begin_terror,引起恐慌
trait.sin_murder,恶毒的谋杀
trait.sin_forbidden_child,禁忌之子
trait.sin_evil_joke,残酷的笑话
trait.captive,囚犯
trait.early_bald,早期脱发
trait.bald,脱发
trait.savant,学者
trait.nervous,紧张
trait.stupidity,精神损伤
trait.hard_childbirth,难产
trait.low_fertility,生育能力低下
trait.high_fertility,良好生育能力
trait.gay,同性恋
trait.bald,脱发
trait.calm,冷静
trait.addiction_resist,抵抗成瘾
trait.empath,有同理心
trait.strong_will,意志坚强
trait.brave,鲁莽
trait.monogam,一夫一妻
trait.suggestible,易受影响
trait.addiction_low_resist,成瘾倾向
trait.home_tyran,家庭暴君
trait.lustful,好色
trait.envious,嫉妒
trait.cynic,愤世嫉俗
trait.gambler,赌博成瘾
trait.ascet,苦行僧
trait.contemptuous,傲慢
trait.coward,懦夫
trait.gluttony,贪吃
trait.drug_hater,憎恨成瘾物
trait.misandrist,仇视男性
trait.misagonist,仇视女性
trait.blissful,幸福
trait.early_gray,过早白发
trait.sarcastic,讥讽
trait.religious,虔诚
trait.pacifist,和平主义者
trait.anxious,焦虑
trait.fearless,无畏
trait.protector,城市保卫者
trait.poisoner,投毒者
trait.cutter,斩首者
trait.charisma,魅力十足
trait.precise_language,语言精练
trait.diplomat,外交官
trait.forecaster,预测者
trait.insightful,洞若观火
trait.combat_teacher,战斗教官
trait.greedy,贪婪
trait.sublimation,升华
trait.disinhereted,前王位继承人
trait.saint,圣人
trait.determination,毅力的考验
trait.depression,抑郁
trait.gray_head,灰发
trait.swede_typh_st_1,芜菁热症 - 初期
trait.swede_typh_st_2,芜菁热症 - 病危
trait.swede_typh_st_3,芜菁热症 - 康复
trait.madness,疯狂
trait.light_cut,轻微割伤
trait.pierced_arm,手臂刺伤
trait.pierced_shoulder,肩膀刺伤
trait.pierced_leg,腿部刺伤
trait.pierced_lung,肺部刺伤
trait.nectar_rage,蜜酿狂热
trait.suspect,罪犯
trait.criminal_intimidated,吓破胆
trait.matriarch,女教皇
trait.lord_lowborn,出身低微
trait.loyalist,忠诚派
trait.inspired,有灵感
trait.hemophilia,血友病
trait.ex_bandit,金盆洗手的强盗
trait.under_culture_terror,文化恐慌
trait.genius_king,野心勃勃的征服者
trait.dying_from_old,濒临死亡
trait.great_teacher,启蒙者
trait.senility,衰老
trait.cholera_st_1,天花 - 初期
trait.cholera_st_2,天花 - 病危
trait.cholera_st_3,天花 - 康复
trait.typh_immunity,免疫感染
trait.untitled_lord,次等领主
hello.neutral.1,统治者{name}，
hello.neutral.2,{faction_name}领土的统治者，
