Key,Korean
display_event.loyalists_can_soon_rage,충성파가 학살을 저지를 것 같습니다!
display_event.soldiers_deserting,전사들이 도시를 떠나고 있습니다!
display_event.fanatics_can_soon_rise,광신도가 곧 봉기를 일으킬 것입니다!
display_event.bishop_can_soon_rise,주교가 곧 광신도 봉기를 일으킬 것입니다!
mind.remain_time,{remain_time} 후 만료
unsupported_saves.header,지원되지 않는 저장 파일 감지
unsupported_saves.body,"<b>Norland</b>는 활발히 개발 중이며 계속해서 개선되고 있습니다. 하지만 이전 저장 파일과의 호환성을 항상 유지할 수는 없으며 출시 전의 앞서 해보기 상태에서는 특히나 어렵습니다.
 
 지원되지 않는 모든 저장 파일은 ""unsupported_saves"" 폴더로 이동했습니다.
 
 불편을 드려 죄송합니다."
menu.construction.category.roads,도로
tooltip.construction.place_roads,도로 배치
tooltip.construction.remove_roads,도로 제거
tooltip.construction.hold_shift.start,직선으로 만들려면
tooltip.construction.hold_shift.end,길게 누르기
mutator.longlive,장수
ambition.recommend_for_start,(추천)
notification.lord_escaped,{name}: 영지 떠남
notification.messenger_escaped,전령이 영지를 떠남
notification.messenger_return,전령이 영지로 복귀함
actor.status.back_to_home_town,고향으로 돌아가는 중
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,{target_name} 공격
army.status.reinforcement_in_process,{target_name} 지원군
mind.remain_time_exhaustion,허기로 인한 사망까지: {remain_time_hours}시간.
mind.remain_time_starvation,탈진까지: {remain_time_hours}시간.
display_event.soul_missing,{name}: 실종
ceremony.emperor_coronation,황제의 대관식
statistics.peoples.line.mood,기분
statistics.peoples.line.capital,수도
statistics.peoples.line.sick,아픈 사람
statistics.peoples.line.hungry,허기진 사람
statistics.peoples.line.strongly_tired,극도로 피곤함
statistics.peoples.line.homeless,노숙자
statistics.peoples.line.fanatics,광신도
statistics.peoples.line.nectar_addicted,넥타 중독자
statistics.peoples.line.loyalists,충성파
statistics.peoples.category.happiness,행복도
statistics.peoples.category.groups,집단
statistics.peoples.category.cultures,문화
trade.soldiers_tax.caption,전사 세금
trade.vassal_tax.to_player,봉신의 공물
trade.vassal_tax.from_player,종주에 바치는 공물
actor.action_task.emperor_coronation,황제 선포
statistics.tab.resources,자원
statistics.tab.peoples,시민
display_event.emperor_inquizition_soon,종교재판단의 진군
statistics.resources.category.currency,화폐
statistics.resources.category.food_and_drinks,음식 및 음료
statistics.resources.category.extracted,채취한 자원
statistics.resources.category.manufactured,제조한 자원
statistics.resources.category.weapon_and_armor,무기 및 방어구
statistics.resources.special_hint.consumed,영주 및 수감자의 소비량
menu.ending.titile.emperor.fail,패배!
menu.ending.text.emperor.fail,"종교재판단의 공격을 버텨내지 못했습니다.
 
 영지가 불타고 국가가 해체되었으며, 모든 왕들이 교훈을 얻어 오랫동안 그 누구도 감히 교회에 도전하지 않을 것입니다.
 
 향후 아무도 사랑의 가족을 거스를 수 없도록 종교재판단은 모든 책을 불태우고 문해를 금지하며 이를 위반할 경우 사형에 처합니다.
 
 Norland는 암흑기의 어두운 심연으로 빠져듭니다..."
menu.ending.titile.emperor.win,승리!
menu.ending.text.emperor.win,"성공적으로 새로운 제국을 건설하고 교회의 절대 권력을 박탈했습니다. 당신의 왕조의 왕들의 이름은 수 세기 동안 연대기에 기록될 것입니다.
 
 암흑기의 위협은 지나갔고, 새로운 시대가 밝아옵니다."
menu.ending.ok,게임 종료
ambition.engame.emperor,"당신의 왕을 황제로 선포하고 사랑의 가족에게 도전하여 게임에서 승리하세요.
 
 (군주의 메뉴에서 행동 잠금 해제)"
display_event.press_right_click_to_close,$ <b>우클릭</b>으로 메시지를 닫으세요
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,군대 세금 인상됨
menu.choose_province.extends_borders.header,국가 생성
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 독립 영지로 게임을 시작하거나 이웃을 합병하여 즉시 봉신 왕국을 만들 수 있습니다.
 
 이 행동을 수행하려면 <b>국경의 버튼</b>을 클릭하세요.
 
 마찬가지로 다른 왕들의 영지를 선택하고 국경을 확장하여 다른 왕국을 만들 수도 있습니다."
actor.action.inspector.executor,관리자 선택
display_event.terror_no_more_criminal_and_jobless,통제를 벗어나는 공포 조성!
actor.age.child,어린아이
actor.part_of_nature.king,통치자
actor.class.heavy_archers,레벨 13-17 중갑 석궁병
mutator.iron_excess,철 과잉
mutator.old_grudge,해묵은 앙심
display_event.players_vassal_left,봉신 {faction_name}이(가) 더 이상 왕국에 속하지 않습니다
display_event.players_ally_left,동맹 {faction_name}이(가) 더 이상 동맹에 속하지 않습니다
main_menu.new_game.province.header.start,게임 시작
statistics_menu.province.no_iron_mines,철 매장량이 없습니다.
statistics.resources.category.currency.army_tax,전사 세금
statistics.resources.category.currency.tribute_from_your_vassals,봉신의 공물
statistics.resources.category.currency.your_vassal_tribute,종주에 바치는 공물
actor.loyalty.no_changes,지난 24시간 동안 충성도가 변하지 않았습니다
encyclopedia.press_right_click_to_pin,$ <b>우클릭</b>으로 고정 또는 고정 해제하세요
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ <b>좌클릭</b>으로 읽음 또는 읽지 않음 표시하세요
building.menu.ordered,명령 완료
building.menu.bonus,보너스
building.menu.no_orders,명령 없음
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. 남은 수량: {produced_count}
building.menu.status.raw_waiting,영지의 창고에서 자원을 기다리는 중
main_menu.wiki,Wiki
menu.actor.free_lord,자유 영주
actor.stata.knight,기사
main_menu.external_links,외부 링크:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,버그 신고
tutorial.enemy.attack,공격
video.endgame.sub1,크림슨 왕좌를 차지했습니다.
video.endgame.sub2,교회는 정치적 권력을 잃었고 이제 당신이 총대주교를 임명합니다.
video.endgame.sub3,"잔혹한 전쟁의 시대는 끝났고, 이제 갈등은 오직 황제의 법정에서만 해결됩니다."
video.endgame.sub4,"숲속 도적단은 사라졌고, 도서관은 더 이상 불타지 않으며, 자유 무역이 번창합니다."
video.endgame.sub5,국가들은 분쟁을 잊고 평화롭게 노동에 종사합니다.
video.endgame.sub6,"그러나 제국은 영원하지 않으며, 고대의 연대기에 수많은 제국의 몰락의 역사가 쓰여 있다는 것을 기억해야 합니다."
video.endgame.sub7,오직 어리석은 자만이 신들이 미래의 우리에게 어떤 운명을 준비해 놨는지 안다고 주장할 것입니다.
autosave_modes.two_in_one,1일 2회
autosave_modes.one_in_one,1일 1회
autosave_modes.one_in_two,2일 1회
video.endgame.sub8,"""왕의 힘은 인간보다 강력하며, 그의 팔은 매우 길다."" — 헤로도토스, 역사"
actor.action_task.force_eat,식사
options_menu.game.autosave_modes,자동 저장
display_event.lord_want_to_kill_someone,{lord_name}: 살인 계획 중
work.caravanner,상단주
global_map.object.army.garrison,군대
global_map.object.army.on_global_map,세계 지도에 있음
global_map.object.army.nobody,아무도 없음
menu.tools.hint.menu,일시정지
main_menu.new_game.province.neighbours.ally,동맹
main_menu.new_game.province.neighbours.vassal,봉신
main_menu.new_game.province.neighbours.suzrain,종주
main_menu.new_game.province.neighbours.alliance_leader,동맹 수장
main_menu.new_game.province.neighbours.independent,독립적
main_menu.new_game.province.neighbours.pacifism.ambitious,야심만만
main_menu.new_game.province.neighbours.pacifism.random,무작위
main_menu.new_game.province.neighbours.town_sell,도시 판매품
main_menu.new_game.province.neighbours.town_buy,도시 구매품
main_menu.new_game.province.neighbours.sell.random,무작위로
main_menu.new_game.province.player.village.1,첫 번째 마을
main_menu.new_game.province.player.village.2,두 번째 마을
main_menu.new_game.province.player.village.random,무작위
mutator.lazy_workers,게으른 일꾼
building.status.inspection_inactive,비활성화
advisor.wood,목재가 부족합니다.
advisor.alcohol,술 섭취가 낮습니다.
advisor.nectar,넥타가 부족합니다.
advisor.housing,주거가 부족합니다.
advisor.tasks,영주가 너무 바쁩니다.
advisor.patrols,도시에 부랑자가 너무 많습니다.
advisor.scafod,범죄가 해결되지 않습니다.
advisor.low_money,금고가 거의 비었습니다.
advisor.matriarch,교회가 불만족스러워합니다.
advisor.prestige,명성이 낮습니다.
advisor.teach_children,아이들이 교육받지 않고 있습니다.
advisor.marry,영주가 결혼할 시기가 됐습니다.
advisor.chancellery,사무국이 필요합니다.
advisor.loyality,영주의 충성도가 감소하고 있습니다.
advisor.slaves_unhappy,수감자들이 불행합니다.
advisor.peasants_unhappy,이주 중단
advisor.culture_unhappy,일부 문화 구성원들이 불행합니다.
advisor.warriros_unhappy,전사들이 불행합니다.
advisor.depression,영주가 우울증에 걸렸습니다.
advisor.feud,영주들 사이에 경쟁이 생겼습니다.
advisor.train_sodiers,전사들이 훈련을 받지 않고 있습니다.
advisor.knowledge,책을 연구하지 않고 있습니다.
advisor.produce_goods,생산이 부진합니다.
advisor.homeless,영주에게 주거가 없습니다.
advisor.efffective,건물을 더욱 효율적으로 운영할 수 있습니다.
advisor.bandit_camp,도적 진영이 커지고 있습니다.
advisor.dont_like,위험한 이웃이 있습니다.
advisor.intrigues,적이 음모를 꾸미고 있습니다.
advisor.desire,영주가 욕망에 사로잡혔습니다.
advisor.one_title,작위가 하나만 남았습니다.
advisor.enemy,적이 적기를 기다리고 있습니다.
advisor.slaves_hungry,수감자들이 굶주리고 있습니다.
advisor.peasants_hungry,농민들이 굶주리고 있습니다.
advisor.not_enought_tavernas,술집이 필요합니다.
advisor.no_temples,사원이 필요합니다.
advisor.no_barracks,병영이 필요합니다.
advisor.rutabaga_poison,순무 열병 전염병
advisor.inflamed_wound_lords,염증성 상처
advisor.inflamed_wound_warriors,전사들에게 염증성 상처가 생겼습니다.
advisor.free_lord_expire_soon,계약이 만료되었습니다.
advisor.no_problems,문제가 없습니다.
advisor.no_tavernas,술집이 작동하지 않습니다.
advisor.no_altar,사람들이 기도할 곳이 없습니다.
advisor.no_allcohol_production,술 생산이 이뤄지지 않습니다.
advisor.no_food_production,음식 생산이 이뤄지지 않습니다.
advisor.upgrade_woorcutter,제재소를 업그레이드해야 합니다.
advisor.small_army,군대가 너무 약합니다.
advisor.low_fertility,생식력 감소로 위험에 처했습니다.
advisor.low_iron,철 매장량이 고갈되어갑니다.
advisor.slaves_run,수감자가 제대로 감시받지 않습니다.
advisor.no_work,실업자가 많습니다.
advisor.contraband,도시에서 투기가 일어나고 있습니다.
advisor.fanatics_rebellion,광신도의 봉기가 임박했습니다.
advisor.bishop_rebellion,주교가 봉기를 계획하고 있습니다.
advisor.onboard_1,제재소를 건설하세요.
advisor.onboard_2,호밀 농작물을 수확하세요.
advisor.onboard_3,밀가루 제작을 시작하세요.
advisor.onboard_4,홉 농작물을 수확하세요.
advisor.onboard_5,맥주 증류를 시작하세요.
advisor.onboard_6,광산을 건설하세요.
advisor.onboard_7,무역 협정을 체결하세요.
advisor.onboard_8,인구 40명에 도달하세요.
advisor.onboard_9,국가를 만드세요.
advisor.clerks,사무관이 배정되지 않았습니다.
advisor.no_paper,사무국에 종이가 부족합니다.
advisor.wolves,살육늑대가 일꾼을 공격하고 있습니다.
advisor.onboard_4_1,자유 영주를 고용하세요.
advisor.onboard_6_1,도구 제작을 시작하세요.
advisor.emperor_coronation,황제가 되세요.
advisor.desire_to_kill,영주가 살인을 계획 중입니다.
trait.hint.risk_of_infection,감염 위험 잔존
trait.infertility,폐경기
trait.beauty_beautyful,아름다움
trait.beauty_pretty,매력적
trait.beauty_ugly,비호감
trait.beauty_unpretty,못생김
trait.beer_addiction,술 의존증
trait.beer_hangover,숙취
trait.blindness,맹인
trait.blood_poisoning,괴저
trait.bruise,타박상
trait.bruise_light,경미한 타박상
trait.burglary,절도
trait.burn_heavy,심한 화상
trait.burn_light,경미한 화상
trait.burn_middle,보통 화상
trait.character_attack,영주 공격
trait.cut,자상
trait.cut_down,참수
trait.dead,사망
trait.deadly_fight,살인 미수
trait.deep_wound,깊은 상처
trait.doubting,불가지론자
trait.dummy_bastard,농민의 사생아
trait.lord_bastard,영주의 사생아
trait.encephalitistrait,뇌염
trait.exhalation,탈진
trait.fatigue,피로
trait.fear_of_punishment,처벌에 대한 공포
trait.fight_with_king,왕과 싸움
trait.heavy_bleeding,심한 출혈
trait.homeless,노숙자
trait.immobilization,거동 불가
trait.injury_arm,손 부상
trait.injury_face,얼굴 부상
trait.injury_leg,다리 부상
trait.injury_rib,갈비뼈 부상
trait.inspection_friendly,지시받음
trait.internal_bleeding,내출혈
trait.kid,아이
trait.leprosy,나병
trait.loss_of_eye,눈 잃음
