Code,Indonesia
hint_sodiers_happiness,"Suasana Hati Prajurit
$ Prajurit bayaran mungkin membelot dan meninggalkan kota jika mereka dalam <hint=hint_mood>suaana hati</hint> buruk (di bawah <red>25</red>).
$ Prajurit dengan suasana hati baik (di atas <green>80</green>) memiliki <hint=hint_moral_level>keberanian</hint> yang meningkat dalam pertempuran serta peluang lebih besar menjadi <hint=hint_loyalist>loyalis</hint>.

<img=hint_sodiers_happiness></img>

Tips untuk meningkatkan suasana hati:
$ Biarkan prajurit baru yang baru direkrut terbiasa dengan kenyataan pertempuran sebelum mengirim mereka ke medan perang. Rasa takut akan kematian seorang prajurit baru akan secara bertahap hilang saat mereka menjalani pelatihan tempur.
$ Pilih penguasa dengan keterampilan <hint=hint_skill_command>Keterampilan Komando</hint> tinggi untuk memimpin regu Anda.
$ Jangan membebani prajurit dengan pelatihan berlebihan dan <hint=hint_persons_guard>patroli</hint> sebelum pertempuran.
$ Sediakan produk berkualitas tinggi untuk mereka, seperti <hint=hint_resource_meat>Daging</hint> dan <hint=hint_resource_ale>Flavorful Ale</hint>.
$ Alokasikan <hint=hint_bld_temple>Kuil</hint> terpisah untuk prajurit dan khotbah iman di dalamnya. Ini akan menjadikan mereka <hint=hint_persons_fanatic>Fanatik</hint> yang menikmati rasa sakit. Namun, ini adalah jalan berbahaya jika Anda memiliki hubungan buruk dengan <hint=hint_bishop>Uskup</hint>, karena mereka akan berada di pihaknya dalam acara <hint=hint_pogrom>pemberontakan agama</hint>.
$ Mulai <hint=hint_nt_terror_culture>teror</hint> terhadap budaya yang dibenci prajurit Anda atau kejar kebijakan yang selaras dengan nilai-nilai budaya mereka."
hint_slave_happines,"Suasana Hati Tahanan
Tahanan yang tidak bahagia mungkin mencoba melarikan diri dari pemukiman, dan jika mereka sangat tidak bahagia, mereka mungkin memicu <hint=hint_slave_riot>pemberontakan</hint>.

Untuk meningkatkan suasana hati tahanan:
$ Pastikan Anda telah membangun cukup Blok Penjara.
$ Pastikan blok memiliki penjaga yang menyediakan makanan untuk tahanan.
$ Di <hint=hint_finance_menu>Menu Ekonomi</hint>, pastikan Anda memasok mereka dengan jumlah alkohol dan makanan yang memadai.
$ Pastikan tahanan memiliki akses ke <hint=hint_bld_temple>Kuil</hint>.

<b>Petunjuk:</b> Untuk menangkap tahanan yang melarikan diri, letakkan <hint=hint_persons_guard>garda</hint> di dekat blok mereka."
hint_fatigue,"Kelelahan
Dengan melakukan berbagai tugas dan pekerjaan, karakter menjadi lelah dan mulai membutuhkan <hint=hint_need_fun>istirahat</hint>.

Ini menyebabkan <hint=hint_thought>pikiran</hint> negatif, yang memengaruhi <hint=hint_mood>suaana hati</hint> mereka dan menumpuk seiring waktu.

Kebutuhan istirahat secara bertahap terpenuhi ketika karakter tidak bekerja, tetapi cara tercepat untuk mengisi ulang adalah dengan mengonsumsi <hint=hint_alcohol>alkohol</hint>."
hint_recovery,"Pemulihan
Waktu yang dibutuhkan untuk menyembuhkan luka atau pulih dari penyakit."
hint_sender,"Utusan
Anda dapat mengirim utusan untuk melakukan tugas di pemukiman lain di peta dunia.

<img=hint_sender></img>

Utusan dipilih dari petani dan memerlukan <hint=hint_resource_paper>1</hint> untuk mengirim pesan.

Surat yang dikirimkan utusan ditulis oleh raja, sehingga efektivitas tindakan ditentukan oleh keterampilan raja Anda."
hint_sick,"Penyakit
Penyakit bisa ringan atau parah.

Dalam kasus penyakit ringan, karakter bergerak dengan kecepatan lebih lambat.

Dalam kasus penyakit parah, karakter tidak mampu berjalan dan tetap terbaring di tempat tidur. Mereka dikunjungi oleh orang-orang terkasih dan seorang <hint=hint_persons_priest>pendeta</hint>.

Penyebab penyakit bisa <hint=hint_wounds>luka</hint> yang diderita dalam pertempuran, serta, misalnya, <hint=hint_display_event_swede_typh_allowed>Keracunan Rutabaga</hint>.

Penyakit dapat <hint=hint_heal>dirawat</hint> dengan tingkat keberhasilan yang bervariasi."
hint_heal,"Perawatan
Penyakit dan <hint=hint_wounds>luka</hint> terbuka dirawat dengan <hint=hint_resource_med>Salep Medis</hint>.

Para penguasa dan prajurit mengambil persediaan obat yang diperlukan dari gudang dan menyembuhkan diri sendiri, tetapi petani tidak memiliki akses ke obat-obatan ini karena biayanya yang tinggi, sehingga mereka hanya bisa mengandalkan rahmat Sophia."
hint_death,"Kematian
Ketika seorang karakter meninggal, orang-orang terkasih mereka berduka dan mengalami <hint=hint_thought>pikiran</hint> negatif yang kuat.

<hint=hint_persons_priest>Pendeta</hint> membawa jenazah ke <hint=hint_bld_temple>Kuil</hint> di mana pemakaman dan kremasi selanjutnya berlangsung."
hint_wounds,"Luka
Luka terjadi sebagai hasil dari serangan senjata atau kecelakaan.

Beberapa luka menyebabkan <hint=hint_pain>sakit</hint>, sementara yang lain mungkin menyebabkan <hint=hint_bleeding>pendarahan</hint> atau <hint=hint_wounds_open>peradangan</hint> berbahaya yang mengarah ke <hint=hint_poisoned>Luka Busuk</hint>."
hint_wounds_open,"Peradangan
Jenis luka berbahaya yang tak terelakkan mengarah ke <hint=hint_poisoned>Luka Busuk</hint> jika tidak diobati.

Pastikan populasi Anda memiliki akses ke <hint=hint_resource_med>Salep Medis</hint>, yang merawat infeksi.

$ Salep harus tersedia di inventaris untuk para penguasa dan prajurit.
"
hint_poisoned,"Luka Busuk
Nekrosis jaringan yang tidak dapat disembuhkan yang disebabkan oleh <hint=hint_wounds_open>luka meradang</hint>. Ini mengarah ke kematian yang tak terelakkan.

Untuk mencegah munculnya luka busuk, pastikan populasi Anda memiliki akses ke <hint=hint_resource_med>Salep Medis</hint>."
hint_pain,"Sakit
Sakit muncul dari <hint=hint_wounds>luka</hint> dan <hint=hint_sick>penyakit</hint>.

<img=hint_pain></img>

Ini ditampilkan di bagian bawah tab utama menu Karakter, di bawah label ""States."" Mengarahkan kursor ke ikon sakit akan menunjukkan <hint=hint_pain_level>ambang batas rasa sakit</hint>.

Sakit kumulatif yang dialami juga memengaruhi <hint=hint_moral_level>keberanian</hint> karakter."
hint_pain_level,"Ambang Batas Rasa Sakit
Ambang batas rasa sakit adalah {pain_threshold}.
Ambang batas kebingungan adalah {dis_threshold}.

$ Jika sakit kumulatif <hint=hint_pain>sakit</hint> <b>melebihi</b> ambang batas kebingungan, karakter akan menjadi rentan terhadap serangan mematikan dan juga bergerak lebih lambat.
$ Jika sakit kumulatif <b>melebihi</b> ambang batas rasa sakit, karakter <hint=hint_death>akan mati</hint> karena syok sakit."
hint_moral_level,"Ambang Batas Keberanian
Ambang batas keberanian seorang prajurit setara dengan {bravery_threshold_moral_factor}% dari nilai <hint=hint_mood>suaana hati</hint> saat ini mereka.

<img=hint_moral_level></img>

$ Jika pikiran kumulatif dari <hint=hint_pain>sakit</hint> melebihi nilai ini, prajurit akan melarikan diri.
$ Seorang prajurit juga akan melarikan diri hanya dengan melihat musuh jika moral mereka di bawah 5.

Ketika seorang prajurit adalah bagian dari regu, suasana hati mereka, dan oleh karena itu kemungkinan mundur, dipengaruhi oleh faktor tambahan:
$ Selama penguasa yang memerintah masih hidup, mereka memberikan bonus suasana hati yang signifikan berdasarkan keterampilan <hint=hint_skill_command>Keterampilan Komando</hint> mereka. <b>Ini adalah salah satu faktor kunci untuk kesuksesan.</b>
$ Kehilangan (kematian, ketidaksadaran, atau mundur) komandan musuh dan pelarian prajurit musuh meningkatkan suasana hati.
$ Di sisi lain, kehilangan komandan regu atau pelarian prajurit ramah menurunkan suasana hati."
hint_damaged,"Cacat
Sangat mengurangi <hint=hint_interest>minat</hint> dari lawan jenis."
hint_bleeding,"Pendarahan
Biasanya terjadi sebagai hasil dari <hint=hint_wounds>luka</hint> yang disebabkan oleh senjata potong atau tusuk.

Kasus pendarahan ringan bertambah, berubah menjadi pendarahan sedang dan kemudian parah, yang dapat berujung pada <hint=hint_death>kematian</hint>.

Karakter dapat melakukan perawatan diri atau membantu orang lain menggunakan sarana darurat untuk menghentikan pendarahan.
{optional_hemophilia}"
hint_uncons,"Kehilangan Kesadaran
Seorang karakter kehilangan kesadaran jika sakit kumulatif <hint=hint_pain>sakit</hint> mereka melebihi <hint=hint_pain_level>ambang batas rasa sakit</hint> mereka, atau sebagai hasil dari pukulan dari <hint=hint_resource_wooden_hammer>Gada</hint>.

Setelah beberapa waktu, karakter akan sadar kembali.

Karakter lain akan mencoba membawa karakter yang tidak sadar kembali ke rumah."
hint_tantrum,"Penyakit Mental
Seorang penguasa kehilangan kendali atas perilakunya dan mulai bertindak berbahaya terhadap orang lain dan dirinya sendiri. Ini dapat berkisar dari bentuk ringan seperti minum berlebihan hingga bentuk parah seperti bunuh diri.

<img=hint_tantrum></img>

Jenis penyakit mental sering tergantung pada seberapa tidak bahagia penguasa, tetapi keruntuhan pertama setiap karakter akan ringan.

Dalam hal apa pun, selama penyakit mental, Anda kehilangan kendali atas karakter, dan mereka berhenti melakukan tugas Anda.

Akibat dari penyakit mental, karakter mungkin memperoleh <hint=hint_insight>wawasan</hint>."
hint_determination,"Ledakan Tekad
Ketika seorang karakter dikuasai oleh <hint=hint_desire_obsession>obsesi</hint> dan tidak mampu memenuhinya, mereka mungkin mencoba memenuhinya dengan paksa. Ini bisa berbahaya bagi karakter tersebut dan orang-orang di sekitarnya."
hint_contagios,"Penyakit Menular
Beberapa penyakit dapat ditularkan dari satu karakter ke karakter lain, menyebabkan epidemi. Contoh penyakit semacam itu termasuk <hint=hint_sifilis>sifilis</hint>, <hint=hint_plague>wabah busuk</hint>, dan <hint=hint_fury>rabies pucat</hint>.

Secara umum, semakin besar populasi kota, semakin banyak interaksi yang terjadi, meningkatkan kemungkinan epidemi."
hint_sifilis,"Sifilis
Penyakit menular yang terutama ditularkan melalui kontak seksual.

Dalam beberapa hari setelah infeksi, itu mengarah pada perkembangan bekas luka, kebotakan, dan pendarahan internal.

Menggunakan <hint=hint_resource_med>Salep Medis</hint> memiliki peluang 10% untuk menyembuhkan penyakit, sehingga pengobatan biasanya memerlukan kursus yang berkepanjangan."
hint_plague,"Wabah Busuk
Ini adalah penyakit yang sangat berbahaya dan menular yang mengarah ke kematian.

$Penyakit ini berlangsung selama beberapa hari, dan penggunaan harian <hint=hint_resource_med>Salep Medis</hint> diperlukan untuk menghindari kematian cepat.
$ Individu yang terinfeksi mengeluarkan bau busuk yang kuat, karena itulah nama penyakit ini.
$ Itu ditularkan melalui kutu, membuat karakter dengan <hint=hint_vshi>kutu</hint> menjadi pembawa wabah.
$ Wabah sering terjadi di tempat-tempat di mana kelompok besar orang berkumpul, seperti kelompok tunawisma di <hint=hint_bld_temple>Kuil</hint>."
hint_vshi,"Kutu
Serangga kecil yang menyebabkan ketidaknyamanan dan gatal.

Bagian terburuknya adalah mereka dapat membawa <hint=hint_plague>wabah busuk</hint>, sehingga karakter dengan kutu dapat menjadi pembawa penyakit.

Kutu dapat dihilangkan dengan mandi di <hint=hint_bld_bath>Mandi</hint>."
hint_fury,"Kegilaan Pucat
Penyakit yang ditandai dengan bekas luka mengerikan di wajah, memaksa yang terserang memakai topeng.

Selain itu, penyakit ini memengaruhi kesadaran, meningkatkan agresi dan kemungkinan <hint=hint_persons_peasant>Petani</hint> bertransisi menjadi <hint=hint_persons_criminal>pengembara</hint> atau <hint=hint_persons_forest_bandits>perampok hutan</hint>.

Penyakit ini tidak dapat disembuhkan, tetapi akhirnya sembuh dengan sendirinya. Gejalanya dapat diringankan dengan mengonsumsi <hint=hint_resource_nectar>Nektar</hint>."
hint_unholy_horde,"Unholy Horde
Suatu kaum yang sangat agresif dan berbahaya yang mengikuti ajaran sesat <hint=hint_dead_god_herecy>Dead God</hint>.

<img=hint_unholy_horde></img>

$ Horde berkumpul setiap 5 hari dan mencoba membakar habis pemukiman terdekat. Setelah kemenangan mereka, prajurit yang selamat mengterrorisasi tanah-tanah tetangga.
$ Prajurit Horde bersenjata dengan kapak dan memiliki keterampilan tempur yang sangat tinggi, tetapi mereka tidak memakai baju zirah.
$ Tidak ada negosiasi dengan Horde.

Setelah <hint=hint_cainism>Kainisme</hint> dikalahkan di dalam Kerajaan Baru selama <hint=hint_fire_war>Perang Api Suci</hint>, <hint=hinr_prophet_michail>nabi Michael</hint> diasingkan ke luar kerajaan-kerajaan beradab, di mana ia terus menyebarkan ajaran sesatnya di luar masyarakat. Suku-suku memeluk Dead God dan telah tumbuh jauh lebih kuat dalam beberapa tahun terakhir.

Sekarang, mereka siap membawa kematian dan kehancuran ke seluruh Norland, sebagaimana yang dituntut oleh iman mereka."
hint_cainism,"Kainisme
Ajaran sesat dari akhir era <hint=hint_crimson_empire>Kekaisaran Crimson</hint>.

Sementara ajaran Ibu Sophia menganggap saudara laki-lakinya Kain sebagai pembunuh pertama dan antagonis jahat terhadap kebaikan beliau, penganut Kainisme justru mengklaim bahwa Kain adalah dewa yang murah hati, yang berdiri melawan kekuasaan Sophia dan binasa di tangan beliau saat membela umat manusia dari penindasan beliau.

Penganut Kainisme menganggap kekuatan kehendak manusia sebagai kebajikan utama dan menolak banyak norma moral dari ajaran Ibu Sophia.

Berawal dari pinggiran Kekaisaran Crimson, Kainisme disebarkan oleh <hint=hinr_prophet_michail>nabi Michael</hint>, yang mengklaim telah menerima wahyu dari dewa mati Kain dan menulis <hint=hint_secret_book_of_dead>Buku Rahasia Orang Mati</hint>. Akibat Perang Api Suci berikutnya, Kainisme dihancurkan, dan Michael diasingkan, setelah itu jejaknya hilang.

Namun, kekaisaran tidak mampu bertahan dari empat puluh tahun perang agama yang merusak, dan ia runtuh menjadi berbagai <hint=hint_new_kingdoms>Kerajaan Baru</hint> yang diperintah oleh <hint=hint_noble_house>bangsawan</hint>. Inilah keadaan Norland saat ini."
hint_secret_book_of_dead,"Buku Rahasia Orang Mati
Buku ini, yang ditulis oleh <hint=hinr_prophet_michail>nabi Michael</hint>, terdiri dari ajaran utama Kainisme.

Buku ini mengklaim bahwa Ibu Sophia adalah dewi jahat yang menjaga manusia dalam perbudakan. Saudara laki-lakinya Kain pernah menantang beliau untuk membebaskan umat manusia, tetapi beliau membunuhnya. Namun, dalam kematian, Kain menemukan kebebasan di Kegelapan Beludru, dari mana ia menyatakan dirinya kepada Michael dan memerintahkannya untuk mencatat kata-katanya dan mengungkapkannya kepada umat manusia.

Buku ini menegaskan bahwa <hint=hint_sofia_cult>Pihak Gereja Ibu Sophia</hint> mengendalikan orang-orang dengan ajaran penyerahan diri dan <hint=hint_sofia_truth>larangan bangunan batu</hint> yang lebih tinggi dari lutut. Penganut Kainisme percaya ini memungkinkan <hint=hint_synode>Keluarga Penuh Kasih</hint> menjadi sepenuhnya tak terkalahkan di benteng batu satu-satunya Norland, <hint=hint_faith_stone>Batu Iman</hint>, dan kapan saja, mereka dapat memusnahkan pemukiman apa pun yang jatuh dari kasih sayang, dan ketika <hint=hint_sofia_great_purification>Pembersihan Agung</hint> datang, yang dipercepat oleh larangan benteng independen, Pihak Gereja memegang semua kekuasaan dan melestarikan mereka yang akan terus mendukung dominasinya.

Penganut Kainisme percaya satu-satunya cara untuk mengakhiri <hint=hint_great_cycle>Siklus Besar</hint> adalah dengan memberontak melawan Ibu Sophia."
hint_dead_god_herecy,"Ajaran Sesat Dead God
Ajaran selanjutnya dari <hint=hint_prophet_michail>nabi Michael</hint>, yang disesuaikan untuk suku-suku pagan hutan utara dan mengembangkan kultusnya ke bentuk ekstrem. Ini adalah agama yang dianut oleh <hint=hint_unholy_horde>Unholy Horde</hint>.

Ini bertentangan dengan Kainisme tradisional, karena ia menyerukan kematian peradaban yang justru ingin dicegah oleh Kainisme.

Menurut ajaran, Kegelapan Beludru ke mana Kain jatuh setelah kematiannya di tangan Ibu Sophia adalah ruang ketenangan dan kehendak, satu-satunya tempat di luar kendali dewi kaku ini. Untuk bebas dari siklus kelahiran kembali yang tak berujung di dunia penderitaan ini, jiwa manusia harus pergi ke sana.

Ini dapat dilakukan dengan memanggil Dead God Kain pada saat kematian. Dengan demikian, kematian yang tepat dipandang sebagai hadiah pembebasan yang harus dicari. 

Penganut kultus ini mempraktikkan pengorbanan manusia dan bunuh diri ritual. ""Pembunuhan"" yang ""tepat"" terhadap orang-orang kafir dianggap sebagai kebajikan khusus, karena itu menandakan keselamatan jiwa dari kekuasaan Sophia. Pria dan wanita Horde semuanya adalah prajurit kuat yang dilatih sejak kecil yang tidak takut mati. Ini membuat serangan Unholy Horde, yang merupakan prestasi religius bagi para kultus, sangat berbahaya.

Selama serangan mereka, mereka tidak hanya membunuh semua orang dan membakar kota tetapi juga berusaha khusus untuk menghancurkan buku-buku yang mereka anggap sebagai keji, yang mereka yakini digunakan oleh <hint=hint_sofia_cult>Pihak Gereja</hint> untuk mengendalikan orang-orang.

Penganut memakai topeng yang membantu mereka mengatasi emosi dan keterikatan berlebihan."
hint_nt_new_matriarch,"Matriark Baru!
Dengan kehendak Sophia, Matriark lama telah pergi ke pangkuan Ibu Suci, dan sekarang Norland memiliki pembela baru!

Sekarang, hubungan pribadi Matriark dengan raja Anda akan dibangun kembali dari awal."
hint_nt_synod_relations_begin,"Pihak Gereja telah datang ke kota Anda
Matriark <hint=hint_sofia_cult>dari Pihak Gereja Ibu Sophia</hint> mengirimkan <hint=hint_bishop>seorang uskup</hint> kepada Anda yang akan membantu membimbing pemukiman Anda menuju jalan yang benar.

[hint_relations_matriarch]"
hint_relations_matriarch,"Hubungan dengan Matriark
Hubungan dimulai ketika seorang <hint=hint_bishop>uskup</hint> tiba di kota Anda (populasi lebih dari 40).

<img=hint_relations_matriarch></img>

$ Ketersediaan berbagai barang dari <hint=hint_holy_caravan>Karavan Suci</hint> tergantung pada sikap Matriark terhadap Anda. Jika hubungan tidak ramah dan jatuh di bawah <red>0</red>, pilihan barang yang tersedia di Karavan akan berkurang, dan jika jatuh di bawah <red>-25</red>, itu akan berhenti datang ke kota sama sekali.
$ Selama Matriark tetap netral, dia akan memperingatkan Anda tentang bencana yang akan datang yang dia ketahui dari peramalnya.
$ Dengan hubungan ramah (di atas <green>25</green>), Anda dapat meminta <hint=hint_action_task_canonization>berkah</hint> dari uskup, dan ketersediaan barang akan berkembang.
$ Matriark akan mengirim <hint=hint_inqusitors>Inkuisisi</hint> ke kota Anda jika hubungan turun di bawah <red>-100</red>.

Berbagai faktor memengaruhi hubungan, dan Anda dapat memeriksanya dengan mengarahkan kursor mouse ke ikon Salib Ibu Sophia di sudut kiri atas."
